Mixture	Ex1	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In2	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic	P-value	Correlation	RMSE
11281	0.125640878358559	0.179673437219995	0.29289494786612	0.112257463673586	0	0.0727471787725829	0.00587929686500705	0.0215074362028158	0	0.0146123095447071	0.0207373941993947	0.0121602527688714	0.0242985348426199	0.00416331221724927	0.0256737974398342	0.0615102002832491	0.00176938015531531	0.024474179590092	0	0.539606579422327	0.856005199003125
11305	0.176358881416023	0.449400767264588	0.132954129499857	0.0320038687511195	0	0.0762815129962218	0	0.017804221005811	0	0.0088705775462703	0	0.0111757723552175	0.0157400973878385	0.00131561497105822	0.00573914604927963	0.0479885711044077	0.00297429362019222	0.0213925460321157	0	0.549923657089566	0.844703106902605
11289	0.247096374939158	0.355674486582515	0.101526307693676	0.100119647422075	0	0.056513141108473	0.0174337821847713	0.01234601381037	0	0.0246010357699996	0	0.00740157913911431	0.0157852813166778	0.00192260414538538	0.0223212260275343	0.0152478926104784	0.00606218231519476	0.0159484449345763	0	0.551464326247313	0.846956194099289
11335	0.166999329589907	0.40273831135628	0.136730466753507	0.113590060198992	0	0.0556427960308535	0.0044261421752481	0.0114712247737446	0	0.0207353757725599	0	0.00783281291780203	0.0194207769766252	0.00216808424461219	0.0113628185139785	0.0251400478135833	0.0043454553609688	0.0173962975213375	0	0.583335895810816	0.829370590850757
11319	0.150144705249635	0.450209101555709	0.140481031710968	0.0967571838324222	0	0.0409040868120719	0.0154513340493679	0.0102452544945903	0	0.0349485062846163	0.00885019390969245	0.00885977071700914	0.0139550303710499	0.00283303532860321	0.00645039682239688	0	0	0.019910368861868	0	0.557637277169856	0.840575255223214
11263	0.173466705166279	0.317796084989575	0.142012633816989	0.121410227599482	0	0.0671107438392776	0	0.0223901045148383	0	0.0107223948366585	0	0.0207885715144877	0.0176547543275055	0.00259932233503699	0.0191537276317281	0.0596049604300979	0.00297120471902944	0.0223185642790148	0	0.547213484982	0.849829512839686
11326	0.195123376095707	0.286769806533461	0.200739681292897	0.137904919183637	0	0.0663417887437348	0.00643465454959844	0.0172209589527558	0	0.0151159995643386	0.00568193924840446	0.0105576180536854	0.0163731325161648	0.00277822632518969	0.0139175444721982	0.00689766787428936	0.00110889033160326	0.0170337962623351	0	0.569230163012803	0.840858237358867
11318	0.100285490855088	0.166704857137027	0.27814613041659	0.199657042677655	0	0.0914133406365787	0.00423541285656318	0.0157304690645625	0	0.00749835081333549	0	0.0448644860268135	0.0151371110138953	0.00270017611132411	0.035100129180813	0.0176021910210353	0.00643724713915354	0.0144875650495641	0	0.546231843222577	0.853030796882377
11310	0.110801793033811	0.404550195018372	0.176837660170467	0.0721072796674904	0	0.0555542467688671	0.00114705642299188	0.0174131949967556	0	0.030424899412584	0.0190875443117837	0.0152667703054997	0.0195533520013898	0.00308542766842269	0.0120657770531033	0.0415125848644061	0	0.0205922183040563	0	0.565788347149655	0.837869021117083
11302	0.0649861050214404	0.426378966327928	0.186744958671322	0.0904714724593175	0	0.0646288360035813	0.00419347270888539	0.0209496079239294	0	0.0274514204119657	0.00770817648978353	0.0242664205897194	0.0173658535713111	0.00274985484102911	0.0105413158364943	0.0308942825799741	0	0.0206692565633193	0	0.573955770890771	0.832615712011138
