Mixture,Ex1,Ex2,Ex3e,Ex4,Ex5b,Ex6a,Ex6b,Ex8,In1a,In1b,In1c,In3,In4a,In4b,In6a,In6b,In7,In8,End,Per,Ast,Oli,OPC,Mic,P.value,Correlation,RMSE
995,0.247982481611869,0,0.189001553441289,0.145759114826728,0.011389146824957,0.00570799893401988,0,0,0,0.0143927609571562,0.0691687851463627,0.00886358367309788,0.0243254773531093,0.0259526940660663,0.0466370869311962,0.025853100055848,0,0.0647651941458819,0.0189455304092972,0.00988283114692099,0.0308690959514821,0.00852236616449274,0.019169742268019,0.0328114560922068,0,0.567963406614017,0.901549602938527
971,0.150132750651238,0,0.179568646770577,0.16970520696081,0.0629022911883934,0.00538327287210941,0,0,0,0.0245397217848636,0.0846817097661232,0.022032386730508,0.00637270189379568,0.0293143320012774,0.0359077212773013,0.025660022829692,5.33648318385605e-4,0.0447918249542556,0.0187853042789481,0.0107152531615134,0.0432053175881817,0.0511722874877639,0.0137439891332793,0.0208516103509834,0,0.602383764083496,0.892548075088326
1034,0.187083878295299,0,0.149257746112899,0.14574338244086,0.043025814835119,0.00272028946604711,0,0,0,0.022372299397162,0.0810892593154425,0.0163871667647222,0.00101636960259622,0.0298591375405423,0.0358317731708331,0.0223615661380919,0.00156949109589587,0.0563929966964209,0.0165838773983981,0.0102985654825784,0.0341759860054084,0.102065046643611,0.0130177543335676,0.0291475992645044,0,0.586050314204837,0.899540047636788
1042,0.0942210600950913,0,0.250657567359633,0.135082302855958,0.0453520335487346,0.00301131105374291,0,0,0,0,0.0516823977047053,0.0370805712405474,0.0313121105339739,0.032314066149944,0.0476265697186192,0.0483168683685494,5.05702781630244e-4,0.0537811859950793,0.0239313105440959,0.013224524719577,0.0170823455472794,0.0554916169939878,0.0155836128369552,0.0437428419518969,0,0.562504055374873,0.899456418698417
1010,0.108138472521793,0,0.235310332567743,0.145889448886386,0.0937289220201208,0.00775050661419771,0,0,0,0,0.0595201092959917,0.0272403885564519,0.0273324840339248,0.0202750521447428,0.0479306724696176,0.0403996923925878,0.00124847625030344,0.0488950616173536,0.0217610902604026,0.0109890970648027,0.0279447638433733,0.0297704278954456,0.0170472179065625,0.0288277836581985,0,0.596876711522782,0.892409183800838
1018,0.0402841498474503,0,0.276145572545277,0.122450985322646,0.104143124617656,0.00807457080361693,0,0,0,0.0300039574970822,0.0648108557072224,0.0243746303442228,0.00189520928695289,0.02367752212433,0.0477768914669427,0.0454325135793223,0.00104774234299846,0.0389971427562815,0.0211312739934734,0.00930119361607211,0.043328360016293,0.0518011158944346,0.0127801978804655,0.0325429903572589,0,0.600748114182057,0.884546199184548
1026,0.103268488408808,0,0.292822366248787,0.107337488951466,0.0703889995857156,0.018712196667809,0,0,0,0,0.0632625249812267,0.023749823466355,0.0469419691675877,0.0205992411188344,0.0112265294976887,0.0559341486650265,0,0.0494821570315688,0.0210122938222428,0.0101119097416142,0.0113545764306824,0.0424642061001252,0.00986466481565351,0.0414664152988087,0,0.427853839867246,0.92739024590675
1002,0.0480368143509783,0,0.345271180123692,0.0783285618969456,0.0620111291575904,0.00606104745260468,0,0,0,0,0.0454231776922885,0.0274140711204342,0.0229381830851863,0.0224748171834636,0.0422449024038038,0.0807333775966139,0.00120297560814403,0.0292741240545199,0.0231875631736825,0.0115291391396368,0.0305302443474436,0.0783080831057418,0.0184457209455926,0.0265848875616377,0,0.639168118620107,0.869476205600461
970,0.0677380865672034,0,0.265988798551191,0.135823226314735,0.0897664884577327,0.00881480609909691,0,0,0,0.0243904581627228,0.0654407337955044,0.0161304733713639,0.00432380274289204,0.0232364704476634,0.0493009276943583,0.0402539012377901,0.00103615319384531,0.0484181884214869,0.01937012867749,0.00968680651448412,0.044649487113243,0.0417416586851572,0.0163325396584449,0.0275568642935938,0,0.598922746482172,0.885974076462859
978,0.0693807267118586,0,0.196844883541371,0.170325247351144,0.114394747359643,0.00517497118110892,0,0,0,0,0.0778335430035916,0.0136853921517144,0.0128354302842088,0.0241830314143902,0.0376295355031213,0.0339157923984997,0.00109665128778763,0.0467574779434636,0.0205557945148378,0.00983509982115326,0.0143724408236378,0.109195202026386,0.00981527760882743,0.0321687550732548,0,0.606571580725546,0.894486467928009
986,0.0692742164260078,0,0.262754662815812,0.134692710955206,0.107153891702056,0.0104462353996361,0,0,0,0.0101183731972456,0.0714366533843137,0.0265366178506638,0.0073482436219339,0.021942171695656,0.0415907677270418,0.0510239367660966,0.00114147177640253,0.04350839721075,0.0202530577776352,0.00917817050807642,0.0238204769382385,0.0474846534687887,0.0124712150415178,0.0278240757369209,0,0.603761050699676,0.888676621810673
962,0.02032227347883,0,0.288042577428671,0.106546346609593,0.101141530155327,0.00990247787552345,0,0,0,0.0257742409369997,0.0768177729355979,0.0247988948631164,0.00145598919573008,0.0257560111318236,0.037582999710902,0.0409913462624915,0.00147604218354971,0.0405821070380271,0.0214551060856053,0.0110291995230688,0.0566852711221741,0.0617393679990161,0.022316904473303,0.02558354099065,0,0.601634335936736,0.88052673413045
1017,0.0711280009593828,0,0.1935131998185,0.185015607395107,0.110287290486525,0.0175618289888458,0,0,0,0,0.0757916112516566,0.0294612365563456,0.0200369915364264,0.0248810180159466,0.0351516713190729,0.050848217245207,0.00129556663259992,0.0377351294062035,0.0192522961670965,0.0108313565655923,0.0220798906861375,0.0511730456285643,0.011904906055517,0.0320511352852738,0,0.597291509984184,0.897040312797568
1025,0.0471444181116508,0,0.252309656637057,0.134609981599422,0.0939798598356592,0.006799957240942,0,0,0,0.023890621688135,0.0773887277884763,0.0285327355586645,0.00238456888793263,0.0269656110754616,0.0370863142451482,0.0472714600536966,0.00114267200125478,0.0380876098026528,0.0203044587750574,0.010142196207674,0.0533021366054679,0.0502584072215593,0.016393619454619,0.0320049872094687,0,0.57967614565874,0.890222731077526
1033,0.0584492393089066,0,0.234666877293089,0.150696861297477,0.0900514470755621,0.0118937359573536,0,0,0,0.0282383734092575,0.084040728369932,0.0251054835889073,0.00613191486867773,0.0228161498483298,0.0391716105055937,0.0512711276817878,0.00108565797964372,0.0336187287558323,0.0201659137823216,0.00976742221567374,0.0431172000518217,0.0476312220231776,0.0113958915553354,0.0306844144313194,0,0.582631578572585,0.892325485671002
1041,0.105029974977435,0,0.229196481789506,0.120055950534118,0.0425416784073741,0.00163972580131621,0,0,0,0.0321530524841485,0.0623011673396261,0.0381591390729925,0.0284592922259538,0.0165462031299206,0.0351393017197956,0.056694651249827,3.14619103252415e-4,0.0257163768779453,0.0244601908580802,0.0126255117155609,0.0748719171578952,0.0367376087049837,0.0187520746966375,0.0386050821536309,0,0.533882436003283,0.898460415791076
985,0.141553664523961,0,0.234332591312344,0.118956619405923,0.0560408901928056,0.00318383979782262,0,0,0,0.0172504000586311,0.0683979573187567,0.0294068604109081,0.0289211613258792,0.0201322328848918,0.0431730604863385,0.0465727537887438,4.57547404928347e-5,0.0448656173645903,0.0238854621250712,0.0112698389842345,0.0441225159567999,0.0217945363652018,0.0138592348178472,0.0322350081387568,0,0.590616555376499,0.890107383768621
993,0.202173765875128,0,0.2505003688409,0.0880407351884933,0.0620436886876105,0.00544365855329089,0,0,0,0.0234194152625517,0.0648300101262473,0.0259118974502834,0.00318102710269959,0.0180064739509932,0.0391275463883224,0.0311648768908483,7.10121348376224e-4,0.0429026854692358,0.0177555003507568,0.00931310648360559,0.0375778668398946,0.0451056946472526,0.00940125142723446,0.0233903091162753,0,0.601963929228419,0.888075182682768
1009,0.100676082045156,0,0.224782613262069,0.167561400627445,0.0894624167859863,0.00987531529285245,0,0,0,0,0.0649107801880938,0.022660727017166,0.0222901286621712,0.020212237000022,0.0465537640017021,0.0520126268159917,0.00139432418431206,0.0479074304076422,0.0201119382048805,0.0104678803378982,0.0175902026300907,0.0426326531810655,0.0130299478237617,0.0258675315316937,0,0.598082260038332,0.894611349389564
1049,0.015434535884844,0,0.222728126979546,0.131421606032571,0.0889678129988785,0.0134479207775786,0,0,0,0.029756197706869,0.0864426559457865,0.0243948728978649,0.0070287129552445,0.0134479873667648,0.0402622511151507,0.0498050288178359,0.00211585599285139,0.0270732220723576,0.0231904002503571,0.0101338062184336,0.0471251171375711,0.122841347466518,0.0140930328876438,0.0302895084953322,0,0.591116984152607,0.888798516564794
963,0.0686804636150561,0,0.289917462884964,0.0996147837515361,0.0965004041800336,0.00515111033860033,0,0,0,0,0.0451282456267968,0.0380098104409369,0.0367358803053772,0.0204879724812356,0.0434398064316237,0.0657664254418909,4.57795131409023e-4,0.030813287404982,0.0261357236656907,0.0108765666059828,0.0334353686640305,0.0468644506643368,0.0173322351190854,0.0246522072464317,0,0.576125508889546,0.891105858403169
1050,0.0722804731442008,0,0.225243920161603,0.118103215537015,0.0345155997723797,0.00208737976655527,0,0,0,0.0303568791054059,0.0683114204968528,0.0368913471112719,0.0262244368016768,0.0146307992030903,0.0315009098082802,0.0567489846153139,3.41816607408973e-4,0.0246501688164519,0.0240591738037446,0.0114232384138569,0.0789005479216398,0.0848725387850537,0.0181888981435798,0.0406682519846189,0,0.550263956629094,0.893208115050495
362,0.147935130965491,0,0.197917226544983,0.194000557647726,0.0775365177952391,0.0147528979372529,0,0,0,0,0.0795677315107892,0.0191973816531047,0.0132740152953892,0.0246680045003672,0.0435080578765567,0.0366411295271742,4.34249130700106e-4,0.0587508615394173,0.0187939620168557,0.0107044461248737,0.0116149400855176,0.0129287114889215,0.0156947997626011,0.0220793785970396,0,0.593540209371336,0.899026077795125
1001,0.0936366052411761,0,0.235493357237132,0.153288183912073,0.0905335152103908,0.0113761582473637,0,0,0,0,0.0612032996776978,0.0253503103728049,0.0223815432456509,0.0254146451132101,0.0415907364183356,0.0506613628240427,0.00107100579297448,0.0450865902899913,0.0211612732376739,0.0113587615341942,0.0213352048793677,0.0513772887839366,0.0125069814394643,0.02517317654252,0,0.589766232254898,0.894908885628644
994,0.044911924127644,0,0.298932594324445,0.151583677888805,0.0694585711977679,0.00950798395027021,0,0,0,0.0100148537166255,0.073850076039097,0.0132342322958313,0.00346872140111731,0.0293245287240536,0.0507243219094304,0.0538220366667602,9.59697099959547e-4,0.0575172469385672,0.0180757034423783,0.00903125659148054,0.0279972346389439,0.0320383340515079,0.0138905075001602,0.0316564974951555,0,0.614535373366585,0.881408159550555
987,0.227608202998738,0,0.17203704448056,0.13865987386583,0.0610465319385302,0.00603849314219657,0,0,0,0.0040148260682247,0.0728732593528998,0.016505665336022102,0.00739693246759933,0.0234919714900627,0.0298179899870409,0.0182241371600333,0.00118136656809063,0.0504292819468759,0.0162998927013194,0.00907002936386605,0.0197262632136307,0.0887220164586595,0.0151635306243515,0.0216926908354689,0,0.592942725764813,0.899814720570726
1019,0.231389933256475,0,0.175566913381685,0.166448527260878,0.060622301472535,0.0115952555170253,0,0,0,0.011261681338733,0.0765495799684762,0.0213793623791146,0.00526321705991063,0.0148098421713529,0.0353618123720077,0.00725928292879831,7.70661514543282e-4,0.0496617953838553,0.0151038586518619,0.0104423146245445,0.0311103937758866,0.0380444540732027,0.0129725244795574,0.0243862883895569,0,0.558468257244855,0.90562316582902
1004,0.183245979292196,0,0.173811817705844,0.187094587297118,0.0713991463459318,0.00962987741148718,0,0,0,0.0070626263972231,0.0820788784695907,0.0204657000348705,0.0112033131773081,0.036340706902033,0.0323753639736227,0.0212418018878165,5.37306677168978e-4,0.042455954878372,0.0163427531310513,0.00902608341125855,0.0300166872566486,0.0156711992439369,0.0171786853469969,0.0328215311595252,0,0.59183955321034,0.8987788207212
972,0.256348738513956,0,0.170638983075988,0.154514585465243,0.0444766965749478,0.00568306754558925,0,0,0,0,0.0727376605257181,0.0216787118653542,0.0263703732723749,0.0300027370093935,0.0391863577261729,0.0274408906533286,1.08198926400596e-4,0.0366028352268494,0.0191035069869749,0.00968553311766825,0.0143709540754452,0.0303807896388235,0.0134513178577621,0.0272180619420094,0,0.597816143704263,0.899961927006419
946,0.0269503130851443,0,0.275476100464304,0.106037601667278,0.0960442507672938,0,0,0,0,0.0233798801722261,0.0680946025700049,0.031343163479136,0.00652730330031295,0.0204308871737854,0.0334646717020881,0.0403731372396658,0.00128711648313729,0.0287050751380688,0.0233402609993339,0.0113952062739463,0.0372034423389046,0.126707186994849,0.0142406017671507,0.0289991983833692,0,0.597036805827171,0.884587315752842
974,0.309901508657905,0,0.162028100171526,0.121503525761683,0.0392188586440567,0.00525460839036226,0,0,0,0.00739595124425903,0.0766141978226564,0.0167818243391329,0.015791607691720298,0.0284524699980061,0.0256314498511238,0.0132462439759443,0,0.0405443216257527,0.0151860102962794,0.00924838926261725,0.032495296804911,0.0349979317895722,0.0220929680996708,0.0236147355728206,0,0.575368962525775,0.902755671358326
982,0.230108476554942,0,0.167315343642177,0.127493397238631,0.0916273055894805,0.0080586278677698,0,0,0,0,0.0777536209003052,0.0123179224152231,0.0142677857747968,0.0345745143459055,0.0268932572692121,0.0132800550173533,0.00128978236904588,0.0665216246785519,0.0147164424096242,0.00962862357234563,0.031124893015318,0.0226251108784588,0.0260778959050597,0.0243253205557992,0,0.555967573253364,0.907226762490784
997,0.134667093805592,0,0.186090302267676,0.135273265940493,0.0820815506635633,0.00470884389783389,0,0,0,0.0232945942730887,0.0787997304887957,0.0217766783270975,0.00533656131631846,0.0318392831489576,0.0320942838194374,0.0287429228182088,0.00179905609340736,0.0591331260684775,0.0187795752180945,0.00983580020788799,0.0352597452060747,0.0682224378593979,0.0175480993495525,0.0247170492300458,0,0.559642917057405,0.902894986287214
1005,0.155015158518828,0,0.177721164233825,0.149453116591263,0.0706203562710148,0.00600298304180575,0,0,0,0.0248091011894145,0.0843219930972866,0.0167542145845719,0.0069730083280017,0.0316471649668957,0.0355324893161387,0.0313202836641241,9.30240803269248e-4,0.056184090312647,0.016290601119975,0.00966623934310062,0.038731276229761,0.0469346688831269,0.0142229520321145,0.0268688974728362,0,0.56360254663827,0.902306475759853
1021,0.2934653048923,0,0.163043166207874,0.11184672874142,0.0475834697745069,0.00797444071062848,0,0,0,0.0163431380853987,0.0841411626049572,0.0270199089692864,0.00790603952476132,0.0248120483223153,0.025943335368519,0.00816219230323976,4.78406300485966e-4,0.0525307636328773,0.014808923511354,0.00976288418777965,0.0415815009946893,0.0266379659515002,0.0183140314435634,0.017644588472543202,0,0.578888936119077,0.900254602761811
1013,0.153269624749242,0,0.189631736902074,0.160599015365821,0.0909779722277344,0.0100772784351137,0,0,0,0.0187653163391551,0.0866571329254845,0.0203888903865361,0.00966219092035959,0.027016148633577,0.03864339373216,0.02946495059332,6.33855170274335e-4,0.0561325153626864,0.0156816060264037,0.00930754142605833,0.0294553794172808,0.0129099194898858,0.0185621913603959,0.022163340536438,0,0.580275166295518,0.899585120388523
883,0.106929179898589,0,0.185337307516325,0.152949564573985,0.0597605808492337,0.00386159471423194,0,0,0,0.0288038494842517,0.0851878412665506,0.0303951237902126,0.00573374546413644,0.0280232650541091,0.0309247527246279,0.0607279850631398,1.48178797423744e-4,0.0315911425736551,0.021205451212435,0.0107172362624243,0.0663951237268548,0.040778272286439,0.0164513767940546,0.0340784279473201,0,0.556556103035328,0.898448335011626
907,0.193028139851871,0,0.166309117653993,0.145732702909814,0.0544516129313733,0.0114000112771404,0,0,0,0.0160161035830881,0.109398840608439,0.0160397397776343,0.00124811312154351,0.0324678688411204,0.0275247345580534,0.0128283377785038,0.00121343380787435,0.0577674492063763,0.0152898322734556,0.0101265417070909,0.0515893511478859,0.0240499041917341,0.0207582889766123,0.0327598757963965,0,0.556480316489626,0.902644377770762
868,0.0786042267863091,0,0.167379607063909,0.169753119548473,0.0962965138439988,0.00747938588279461,0,0,0,0.00924412567972289,0.0972678966347835,0.0163954671346295,0,0.0222721186384809,0.0271440539512528,0.0266314452773137,0.00119887318390283,0.03641718601167,0.0164079125082028,0.0109209015927306,0.0230555352312371,0.152174873592991,0.0133852931153451,0.027971464322253,0,0.59595002499926,0.896080958896342
955,0.303375046703169,0,0.16996960583803,0.148548283338889,0.0267191651931907,0.00502186097302723,0,0,4.02423903588294e-4,0,0.0601601236478124,0.022416040304287,0.0244126398876875,0.0233316324365131,0.0344462064501132,0.0130224363280111,0,0.0532657642572749,0.0156901306926724,0.00915738216884519,0.0212754348922769,0.0306306057483519,0.0154250760729798,0.0227301411632807,0,0.58573508635978,0.90164901463269
939,0.184138625097941,0,0.161155321880638,0.161203326209731,0.0903976026038668,0.00811656147819272,0,0,0,0.00214589389187815,0.0770720402828563,0.0156560063158377,0.00681974630921362,0.023433608328623,0.0262668092390957,0.0274676419668094,9.36169253702328e-4,0.0486347604020056,0.016796091590268,0.00939070286069835,0.0238193695402639,0.0728457383517347,0.0203761183888303,0.0233278660078134,0,0.586207323637169,0.902083952362205
876,0.131582234836282,0,0.169483519664942,0.182790273173829,0.0917102619262208,0.00999763204440381,0,0,0,0,0.0802134067748357,0.0204396500117604,0.0205900986366241,0.0359490080150482,0.0257292484989259,0.0470900456462395,4.59932890062502e-4,0.042651069163696,0.0164577616771909,0.0114237255225534,0.0359266460324724,0.0257788495081372,0.0196985468677132,0.0320280891090637,0,0.576883172025176,0.901514527126609
884,0.132330562602681,0,0.14778454368637,0.171744332366117,0.107865524518746,0.00642302273552003,0,0,0,0,0.0798913767256227,0.0240036588225445,0.0170351815555881,0.0317376246321672,0.0267823652357385,0.0450853433293137,9.83377319642004e-4,0.0414637001795928,0.017075225909958,0.00901899928925732,0.0370624048877993,0.0537646153038156,0.0192505353262134,0.0306976055733131,0,0.574549416469584,0.903797631711357
