Mixture,Ex1,Ex3,Ex4,Ex5,Ex6,Ex8,In1,In2,In3,In4,PVALB,SST,End,Per,Ast,Oli,OPC,Mic,P-value,Correlation,RMSE
594,0.0828692814296631,0.378779954216882,0.183720635021895,0.0984467439622123,0,0.0473800670886755,0.0329983877852611,0,0,0.0296604403745776,0,0.0168634479656082,0.0224120722340413,0.00567135359311518,0.0586173695281503,0.0279426324496525,0,0.0146376143502663,0,0.539972645779933,0.84848716949031
787,0.213545926305062,0.131673146749183,0.260613734754743,0.173280666829131,0,0.0482787637619791,0.0222623440103838,0.0155126705831093,0,0.0063774553193167,0,0.0636151813371124,0.0201302326411119,0.00153646459856058,0.0166576436548593,0.010166454557647,0.00250240238075656,0.0138469125170441,0,0.457301291997147,0.893515350858444
961,0.143958407159477,0.289707035318365,0.189777852852973,0.0793594066847007,0,0.0506817642706514,0.037946414531101,0.039778869456919,0,0.0115557050675576,0,0.040173691552903,0.0213854003704621,0.00201114526262118,0.0517190847804996,0.0215244814716038,0.00637042534157904,0.0140503158785861,0,0.523399987136348,0.859376098183458
428,0.0343310724807651,0.329483377266399,0.227949363169798,0.104058397733245,0,0.0364760951680471,0.0405965685847619,0,0,0.047820706787889,0,0.00833789750660417,0.0240109357420507,0.00540294860401587,0.0531464878949656,0.0718990146983296,0,0.0164871343631288,0,0.492316892135034,0.872863279432884
969,0.203168630417558,0.306821925167426,0.156763344610881,0.0820583901897679,0,0.035438385726683,0.0298867069309859,0.0271601791842578,0,0.0120233750623026,0,0.0437394500415626,0.0201368885292184,0.00140304910654378,0.0318898725556654,0.0331399343483703,0.00323715162033735,0.0131327165084397,0,0.503750332466894,0.869817211154732
973,0.22872276486522,0.257944738464514,0.204635463003868,0.0858074255269423,0,0.0523285463940236,0.0588046069950337,0,0,0.025090509423272,0,0.0188731307614403,0.0189719069521783,0.00168208240339939,0.0333966565800218,0.00647978245738368,0,0.00726238617270261,0,0.519141307834341,0.862838250134192
981,0.234738630234584,0.270047853411235,0.178315332271398,0.100085072683314,0,0.0422561210358885,0.0383341274107171,0.0216390712167465,0,0.0140695179970388,0,0.0374118951499162,0.015639765340252,0.00126030590427749,0.0288070010161865,0,0.00378324069068337,0.0136120656377621,0,0.490084017546488,0.876742842690421
989,0.289839543744432,0.225509420374426,0.194917371908594,0.0734391590614103,0,0.0436324889217987,0.0278739307347573,0.00613684632956571,0,0.0179579012888203,0,0.0466888155385806,0.0200076167950004,0.00129702436888814,0.0122337181554776,0.022580365353759,0.00476024401910673,0.0131255534053829,0,0.479611258643915,0.883035704609115
965,0.281532603187434,0.229935379105326,0.176836858279679,0.0681877995811197,0,0.0427942639124686,0.0452415250837938,0.020402852188675,0,0.0212689081818534,0,0.0368070494108042,0.0198189236798829,0.00128490401669355,0.0213729892132582,0.0124716008715655,0.00821829370834458,0.0138260495791014,0,0.48479265616846,0.880238974796359
1052,0.2581093377699,0.289928620654571,0.129026019018009,0.105530489450337,0,0.0406395309069515,0.0149895530375008,0.0213536197975432,0,0.0111521813405945,0,0.0639523842941876,0.0148908274353553,0.00102005911225024,0.019687351102613,0.0144901041144459,0.00455205753186098,0.0106778644338804,0,0.510297504617107,0.868132441184332
1044,0.0388262970238444,0.317339273821244,0.204006516815314,0.0836233713580054,0,0.0462877623678385,0.0350678580499836,0.0205009086580726,0,0.0117243855712621,0,0.0555855883683501,0.0281481168452565,0.00217047024652292,0.0463119213253206,0.0957800375634517,0,0.0146274919855332,0,0.50948474866632,0.865136283794778
1020,0.0372296759400251,0.283404661963912,0.223156044601914,0.126526783185101,0,0.0231266049577088,0.0418263490193877,0.0346463706873593,0,0.0123246937524996,0,0.0409406888620741,0.0271536249380126,0.00360524250814012,0.0517436399507342,0.0789361605666218,0,0.0153794590665093,0,0.503889543109871,0.867869177416765
1012,0.211687022154385,0.263233945164673,0.215177286078275,0.0561417643764154,0,0.046939073856710103,0.0498606284017494,0,0,0.0457378637433173,0,0.0169911540049528,0.0251743710702822,0.00305675727351166,0.0417472332851297,0.00907126924279823,0.00232342624931252,0.0128582050984882,0,0.481760801086372,0.879775388401106
1051,0.218698638711772,0.328838500671577,0.138498796479687,0.0719655656738692,0,0.0411996584347859,0.047241295093401,0.0348528705098666,0,0.0132935818112313,0.0029521326950481,0.0319499418947292,0.0164813616335928,0.00250241640998788,0.036631673180954,0.00350612462631691,6.11082281860344e-4,0.0107763598913211,0,0.526316415858719,0.858214187001225
964,0.183369163447715,0.282738812014298,0.180176768972164,0.0862993298278861,0,0.043583055830723,0.0315454211585177,0.0410054599359609,0,0.00506920395157058,0,0.0372080090277945,0.0191535653966668,7.84173743078234e-4,0.0300878396386772,0.0482379120818626,9.72813240399082e-4,0.00976847173268672,0,0.523581852241484,0.860970210420442
