NAME	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic
C9orf80	1	1	1	30.7821297318685	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C9orf82	1	1	1	1	1	1	1	1	1	35.4396897178498	1	1	1	1	1	1	1	1
C9orf85	1	30.5472120310904	1	1	30.1615488574606	1	1	1	1	1	1	1	1	1	1	117.171551084364	1	1
C9orf91	1	1	23.0790597809535	29.5660172698217	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C9orf95	1	1	30.6069728208935	30.4959905227117	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C9orf97	1	1	73.4612807901322	29.2617992169772	1	1	1	1	1	1	1	1	1	74.7663546952505	1	1	1	1
CA10	669.127718581689	619.03804104348	283.751897817071	128.744693457377	258.788257945967	223.732602538618	648.124240187259	81.4577980605638	70.2748738235591	116.414911470609	79.2067084936588	60.4719716947905	80.5543583890098	331.578700685444	131.275616775545	121.343154510595	2905.23226412924	301.156098906968
CA11	97.5209129250833	76.7867216111845	226.735723229569	152.563380961696	61.2218749835908	90.078757583087	59.07295020234	1	1	40.6007756337302	61.1301666928116	46.4069683988004	1	1	1	1	1	1
CA2	1	1	1	1	1	1	1	1	1	81.478576925798	1	1	1	129.407361523357	1	200.426598158497	1	1
CA4	1	1	27.8339273806359	1	1	1	1	1	1	1	1	1	1	158.53898049061	1	1	1	1
CA8	1	1	1	1	1	1	1	1	1	55.7774313077689	144.656474186369	1	1	118.627959586204	100.905571166211	1	158.74553982333	1
CABC1	23.5162487441596	1	30.6247243169767	22.5437989636231	1	1	27.329607392868	26.8937012041642	33.7907915402608	1	35.5037997729305	1	1	1	1	1	1	1
CABLES1	1	1	23.2733806166045	1	1	1	25.5157176717296	1	1	1	1	38.929532469749	1	1	444.771573765137	1	194.414358556717	1
CACHD1	1	31.6375731670719	25.5856081167404	1	1	1	24.8627129380506	1	1	1	1	1	1	57.4751015830428	239.70852049448	1	1	1
CACNA1G	1	1	13.3053025891964	30.2731474332466	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CACNA1I	1	1	37.6270970125369	23.3816966827376	17.4568280674922	48.6149919208603	1	1	1	95.5011643084977	1	1	1	1	1	1	1	1
CACNA2D2	1	1	1	1	1	1	1	1	1	1	45.9544422569059	36.6904568046751	1	1	1	1	1	1
CACNB1	1	1	47.0657512072796	19.3597382499908	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CACNB3	35.4571665286782	1	47.9791171818014	30.7673282601204	21.8232168338346	1	21.7984956323343	1	1	1	1	1	1	1	1	1	1	1
CACNG4	1	1	1	1	1	1	1	40.2497510303663	1	1	1	37.3752737505426	1	1	1	1	118.031357840805	1
CACNG7	1	1	34.4827016976677	31.1360245924733	1	1	1	36.6279847863935	1	40.5783583931977	28.1001607912786	48.4865242788545	1	1	1	1	1	1
CACYBP	1	43.7984814899087	57.2284532242026	44.0021898194641	1	1	1	37.417537110672	31.3820703879564	42.9565586220983	34.7470808867859	41.1262101972959	1	1	1	1	1	1
CADM4	1	1	16.8849108648044	1	1	1	1	1	1	30.449191821339	44.2415021679492	1	1	1	1	1	116.401158419646	1
CALB1	1	1	1	1	1	1	1	1	1	1	1	77.8537202948343	1	1	1	1	1	1
CALB2	1	1	1	1	1	1	1	436.429062572298	477.935569038325	1	1	1	1	1	1	1	1	1
CALCOCO1	1	1	26.514181890776	31.0437351816995	1	1	1	1	1	70.6461610737184	35.3351990246749	1	1	136.938838647824	1	1	1	1
CALCOCO2	1	1	15.6847579395789	1	35.3643957322977	1	9.78857596801074	39.3377037193862	1	1	39.4065417191403	1	1	389.441369862818	50.1592936293299	1	1	1
CALCRL	1	1	1	1	1	1	1	1	1	1	1	1	146.615014822998	1	1	1	150.162050888459	1
CALD1	57.8361214744916	85.2816631094481	39.0464576645658	71.1909535431959	63.5356050362262	114.234978134968	1	158.04855998984	97.5772806988728	130.006516918169	41.1758150460033	140.135606695859	229.882086037015	7090.52640613495	268.547029905444	758.678273133634	374.693249510267	83.8211157976579
CALR	1	1	49.5329271672835	22.2907308948908	1	1	1	60.0571988970127	1	49.3765218142847	1	1	1	1	1	1	1	1
CALU	27.7382203605514	1	32.2958376480314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALY	29.3029040693465	20.1401988399877	55.718449007615	52.871098716888	34.709302471621	40.8817889135129	1	96.8132727432434	92.1240430809371	95.440911251684	51.5305917064048	103.989693895268	1	1	1	1	1	1
CAMK1G	1	16.2206755687955	25.6992550630147	41.0571535501882	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2N2	1	1	22.9870829990474	1	1	1	1	71.3397522023124	28.7172998493136	48.8173149009487	82.4789078445462	103.542940448348	1	1	1	1	1	1
CAMKK1	178.331879692296	62.1621484501227	117.687258236494	108.788463624174	79.675243693351	58.3701829012822	39.4236868709644	1	1	27.4494830378937	1	1	1	127.563357207337	1	1	1	1
CAMTA2	28.04134932683	1	39.3377515026359	88.8497872884367	49.9349567547455	1	40.4571548442491	1	1	1	29.1423098785445	1	1	1	1	1	1	1
CAND2	1	1	29.4262916278754	1	1	1	1	1	1	62.3797685537884	1	1	1	1	1	1	1	1
CAP1	1	1	61.7556286571356	23.9006713463371	1	1	1	1	1	26.3276217760885	1	1	407.264249495594	1	1	1	1	1
CAPN1	1	1	33.1352724683956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAPN2	1	1	1	1	1	1	1	26.0783188337178	1	38.4194669180873	1	1	1	1	94.6515617020494	1	1	1
CAPRIN1	26.9478373844029	1	38.9548623061557	24.0607993375549	1	1	1	42.9440044270627	43.002801982434	32.5847602824448	1	1	63.7519621261017	1	1	1	1	1
CAPZA1	1	1	33.4305761212108	32.4970576597455	1	1	1	28.9466573652843	1	49.8705101497163	1	1	1	1	1	1	1	50.5089372589323
CARD8	1	1	1	1	1	1	1	1	1	1	1	1	1	158.666853313124	1	1	1	84.5224690065433
CARS2	28.6254051102481	1	1	49.1300515635904	24.8563254667478	1	1	1	1	1	1	1	1	1	1	1	1	1
CARTPT	49.531893917113	1	108.920604771265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASC2	32.0048943397739	34.9843664480723	41.1403094071341	48.5802903500173	21.2790563106752	1	35.331041241964	1	1	1	1	1	1	1	77.1418662486147	1	1	1
CASC3	30.9906493537979	1	33.2864913217857	36.5991433975203	19.2539535818632	33.3574789594922	1	32.5278136198579	1	36.05438693366	27.8035640972314	180.490219094415	1	75.6388590994451	1	1	1	1
CBFB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.5955761013621	1
CBLB	1	1	1	21.6675291834618	25.5641590232678	1	59.4585795413028	1	1	42.6950434238063	38.69792448188	1	1	1	1	1	1	1
CBLN1	1	1	1	1	1	1	1	50.1504056851735	41.3601501477967	1	1	1	1	1	1	1	1	1
CBLN2	1575.45805424587	358.947999139777	182.857159158185	78.8291115202692	268.847704775008	115.791651326527	419.662854771067	106.109143426425	86.6551038971509	88.1599734219471	84.6075981498849	139.065670249945	151.905937587778	68.6570499971917	105.939663624783	116.22551709767	105.733221668088	325.912338214594
CBLN4	1	1	35.3952644057557	25.4339061222299	1	1	1	1	1	168.897559377637	1	71.0624094198379	1	1	1	1	1	1
CBR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.262739824417	1	1
CBWD5	1	1	14.9746748819622	37.9470035920411	18.8298373268272	47.4895924654857	1	1	1	1	1	1	1	1	1	1	1	1
CBX1	1	1	44.4553045799021	30.3655661999212	1	1	1	58.9427706823056	1	32.3317825736758	1	33.5235812287966	1	1	1	1	1	1
CBX7	1	1	20.3907394215568	38.4230273295624	1	1	1	1	1	20.6512742565005	31.6598730061961	28.3981655089275	1	1	1	1	1	1
CC2D2A	1	1	59.7378349596589	1	1	1	1	1	1	34.4580110265658	37.3527659279076	32.0373983650957	1	1	112.575734799506	1	1	1
CCBL2	1	21.3167033878847	27.1343481054335	25.6671681270595	1	1	1	49.965320741388	1	1	1	1	1	1	1	1	1	1
CCDC102B	47.1955765092656	1	44.1446540070977	24.6156450600676	35.5436334816143	43.0657421951231	14.5367106857671	1	1	28.6522267787751	1	1	1	1	1	1	1	1
CCDC107	1	1	1	1	1	1	1	1	44.6505220031747	1	1	1	1	1	1	1	1	1
CCDC109A	38.9594035267741	45.1037698685279	18.6546586928108	61.8749119839397	65.772586090533	40.3093628924899	1	59.0010463729183	1	66.5462995175707	38.1299127241536	29.9979656101072	1	1	1	1	78.5631255280063	459.777458590932
CCDC109B	1	1	1	1	1	1	1	1	1	57.8352212140476	1	82.2896505570204	1	1	1	1	1	1
CCDC111	1	1	1	1	1	1	1	1	1	1	1	1	1	171.893030954986	1	1	1	1
CCDC12	1	1	37.3846538938252	20.9308565315954	1	1	1	1	1	50.0708179229466	1	1	1	1	1	1	1	1
CCDC122	1	1	1	1	1	1	1	1	1	58.9373075962031	1	1	1	1	1	125.633466149187	1	1
CCDC123	29.5054669350475	1	23.8398912416758	38.2334304033816	1	1	40.6635017135334	1	24.9456196324624	47.8257595626409	1	1	1	1	1	1	1	1
CCDC126	1	1	45.7305602294895	1	1	1	1	23.9782102240167	1	1	1	1	1	1	1	1	1	1
CCDC130	1	1	1	20.55726351729	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC138	71.4556635088991	71.0224087783866	47.6794997285072	82.3750451787665	61.5007643410156	35.5772073760401	24.04827913923	51.0736783681827	56.2469749112222	89.5945116987707	44.3796023429567	34.0713412372075	713.177983772383	136.938838647824	1	87.4873435206304	1	90.1117454201602
CCDC146	1	1	25.4154091753138	1	1	1	1	1	1	1	1	1	1	1	1	1	121.777197495151	135.91941468208
CCDC148	31.5863047933533	1	52.75145925967	1	27.0267495569072	38.4244932756648	30.5968641333165	1	1	69.5241077822331	29.9286851031575	67.4554381181972	1	1	1	1	1	1
CCDC149	1	1	21.6489286945496	29.299672208268	1	63.9587644820678	1	58.0197306315347	89.1008440668838	1	42.2798950350106	38.99717819876	175.642823712664	1	1	1	1	38.6802324006255
CCDC25	47.3522393629243	1	55.5815377759326	37.4300550172741	40.7386654202414	1	22.6840182170968	35.8680027030164	1	1	40.993652624474	1	1	1	1	1	1	1
CCDC28A	1	1	31.066574022895	26.7808834589975	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC34	45.91862940335	41.0083690725112	46.309961378715	52.6073826695534	37.5330991974993	52.0998611054212	56.9909799843859	1	1	1	34.8309093816488	41.3441356549951	1	1	1	1	1	1
CCDC39	1	1	20.8228830693182	43.2594118419497	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC41	39.0776081408724	18.6895368324511	29.9854229168101	30.0433292670207	33.4892421855097	32.0991872164029	30.4336831892692	1	1	46.9046168677848	1	1	1	1	1	1	1	1
CCDC50	1	1	1	1	1	1	1	1	1	36.1493071602131	29.8048422066914	1	1	44.923434066051	1	1	213.626383524825	105.094274085844
CCDC56	1	1	50.7060153930169	21.7110094734207	1	1	1	1	1	19.9379121697119	1	1	1	1	1	1	1	1
CCDC59	1	1	26.7832364311296	1	1	1	1	1	1	28.3513358178098	30.6144972118854	1	1	62.0398616268988	1	1	1	79.1455129255026
CCDC75	1	1	45.6398764583535	27.4141180304245	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCK	303.002415226143	134.588238394845	1532.63432545578	936.126185534791	381.526906785732	38.2663638240618	366.484313930651	12547.0225091682	382.368771627419	992.088923701329	61.2048341304472	1	184.579863216895	187.766271109302	1	1	1	434.662152777514
CCM2	28.8750625456784	1	42.7011216082606	28.1674021250329	27.7963086220077	1	28.8848516720764	1	1	1	1	1	1	1	1	1	1	81.3678335764228
CCNB1IP1	1	1	1	1	1	1	1	1	1	1	30.1041500506369	1	1	1	1	1	1	1
CCND1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.201522533647	1	1	89.9950064682955	174.793968445711
CCNG2	1	1	34.2832484131386	41.7943255963449	1	1	1	194.237230757042	86.4789740072236	51.835650145168	1	1	1	1	1	1	1	1
CCNH	1	1	18.7004629047867	1	1	1	1	36.3215595628775	1	1	1	1	1	1	1	1	1	1
CCNJL	1	1	1	1	1	1	1	1	1	30.0090431891126	39.5856858345132	1	1	1	1	1	1	1
CCNYL1	1	32.6799880981875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCS	1	28.0778639448008	48.5098601098142	25.5028068308154	23.2666605379699	1	30.7133865100259	1	1	1	1	1	1	1	99.7402674096076	1	1	1
CCT3	1	1	134.441136249874	35.0817680800097	27.3850909308009	1	1	61.2662512571066	1	64.045529156614	1	1	1	1	1	1	1	1
CCT4	35.0040738849726	78.2635008062756	70.6234344271929	38.6123991948877	1	1	23.5285625451208	47.2610267838879	42.6846747222648	47.7444127085379	51.0448966653121	46.744439690861	1	1	1	1	1	1
CCT5	1	1	37.593496256706	19.1951344708729	1	1	1	1	1	31.4974024735273	1	1	1	144.962913672208	1	1	1	63.2016930993251
CCT7	1	1	44.06136564515	33.9823501835823	1	1	1	38.5910369437121	1	41.6517719712423	1	1	1	1	1	1	1	1
CCT8	1	1	32.5351003403024	29.4822493665423	1	1	1	1	1	41.8505443841535	38.5143015629701	1	1	1	1	1	1	1
CD14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	120.800966335188
CD151	1	1	1	1	1	1	1	1	1	1	1	1	1	90.9712375060994	1	1	1	1
CD22	1	1	1	1	1	1	1	1	1	1	1	1	716.752536157104	1	1	263.394531767275	1	1
CD276	26.8551780768391	1	32.3810272605883	1	1	1	17.2404673638965	1	1	1	1	1	1	1	1	1	1	1
CD2AP	1	27.6031469413053	23.9780374434429	35.7209641127636	38.6067349680796	1	1	34.8643562779617	1	1	31.1215161195411	39.4136595519403	58.8490200592322	86.1448391631388	1	1	1	186.953600848133
CD2BP2	1	1	19.2482012605018	25.8809150520973	1	1	1	1	1	52.5466149990409	1	1	1	1	1	1	1	1
CD34	1	1	1	1	1	1	1	1	1	1	1	1	1	73.2028738812487	1	1	1	1
CD36	1	1	1	1	1	1	1	39.9256288850487	1	1	1	1	1	1	1	1	1	1
CD38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	168.643752352787	1	1	1
CD46	47.4556531652275	28.958458725277	48.4946278834705	39.3759603851375	43.8247711666444	32.6246203565892	23.3150091737632	54.183615957208	39.7113965986783	60.0041569722015	45.7273157883518	41.3266889999898	634.384473883887	1	1	115.121949523822	82.8498461936846	1
CD53	1	1	1	24.2962044200574	1	1	1	1	1	1	1	1	1	1	1	1	1	89.959095423016
CD55	1	1	1	1	1	1	1	1	1	1	1	1	495.037583023384	1	1	106.838179104592	1	1
CD74	1	1	1	1	1	1	1	1	1	1	1	1	94.2748801758944	1	1	1	1	768.535697176901
CD86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	146.860570988622
CD9	1	1	1	1	1	1	1	1	1	1	1	1	202.235245007376	168.41428640886	1	152.645417301655	1	1
CDC123	1	29.578743047311	41.8146928365804	22.3437998584347	24.5143780357427	1	1	30.4926907108942	1	1	1	1	1	1	1	1	1	1
CDC14A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.541611413957	1	1	1
CDC2L1	33.8043791715843	33.8825937381134	29.4701651841606	47.1801212599909	1	1	1	49.47122318109	37.8208144670956	42.9586980528902	1	1	1	1	1	1	1	1
CDC37	42.6197018594377	30.9006889261314	149.712521415129	60.1733211183176	41.129951870616	38.0278361630496	38.440959978718	1	31.6660678925989	39.7822018855092	40.9428521140435	1	282.136587685997	140.510791765427	1	1	1	1
CDC37L1	1	1	26.7519269275428	1	24.5159762387562	1	1	1	1	37.3073684420948	1	1	1	1	1	1	1	1
CDC42EP3	1	1	1	1	1	1	1	1	26.0471553027832	24.1901970078831	1	1	1	1	1	1	1	1
CDC42EP4	1	1	1	1	1	1	1	1	1	1	1	1	1	127.499708787205	66.8561875360734	1	1	1
CDC42SE1	1	1	20.1833048175796	1	1	1	15.3841639649165	1	55.8546644875617	36.9556182655313	55.6033025919126	1	1	1	1	1	1	1
CDC7	1	1	18.777829464827	32.9381411124432	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDC73	1	28.4633545634198	1	34.3958489540787	33.3014867950118	62.2911212368748	27.1750153246878	43.2766625765805	49.5024125228657	49.339534906646	1	1	1	71.0302810547941	1	1	1	1
CDGAP	1	1	1	1	1	1	1	1	1	48.4941098580005	1	1	58.2793671502733	154.627357692054	156.200136287279	1	144.474183512408	1
CDH19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	148.387383487144	1	64.9895046697531
CDH22	137.475245079758	59.8436373448697	74.0070052911871	30.9431415008279	28.1961023241456	1	106.023650772552	1	1	1	1	1	1	1	1	1	1	1
CDH6	1	1	1	1	33.0769206393913	47.507591720728	35.3683564425871	1	1	1	1	1	1	294.191865672639	1	1	1	1
CDH7	1	1	24.4861197247069	35.3748592785767	26.3395386398007	1	1	1	1	1	49.0048448513177	87.6854645155413	1	1	1	1	1	1
CDIPT	1	1	142.231488289163	39.8185452496494	1	1	1	76.8696346871607	26.4598038853718	50.3109476955555	55.937423807125	1	1	90.8496553811864	1	1	1	1
CDK5	1	1	34.6312114854277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDK5R2	27.0132018672177	1	45.1934857895217	34.1324835247846	1	1	22.5526056056617	1	1	1	1	1	1	1	1	1	1	1
CDK5RAP1	39.2298476947837	1	13.3448494439083	35.2545184731912	19.4309234624587	44.247743690096	1	1	1	1	1	1	1	86.096280965249	1	1	1	1
CDKL2	1	1	27.4719191077666	1	1	1	1	42.9534890667842	1	44.7790675484422	1	1	1	1	1	1	1	1
CDKN1B	1	1	27.7800150964999	1	1	1	1	40.4510007061327	1	32.3397908790195	32.9838013783858	59.6095929482162	1	195.833644030272	1	1	1	1
CDKN2D	1	28.5298063449243	58.3384497237235	51.3007249932567	31.7802829479221	1	1	45.5702807921832	1	37.547184868291	30.2402820168433	49.5607983820624	1	1	1	1	1	1
CDO1	1	1	30.0222480622772	1	1	1	1	1	1	46.9166925100826	1	1	1	1	1	1	1	1
CDV3	1	1	50.5678301120381	24.6661462017358	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDYL	1	1	1	1	1	1	1	1	1	36.6195701330308	1	1	1	95.9994919078578	1	1	1	63.9042976338662
CDYL2	29.5749617672217	1	35.0025221097248	30.9014575994519	20.745259589189	1	56.067068429514	1	1	1	1	1	106.99826438062	1	1	1	1	1
CEBPD	1	1	1	1	1	1	1	1	1	1	1	1	1	72.050683830915	1	1	1	1
CEBPZ	35.8262277978938	1	74.5719483830326	32.245105786548	1	1	1	28.8672239070398	86.4999738809288	55.3736528156522	40.2587600824482	76.0920629039486	1	158.409875835325	1	1	1	1
CECR2	1	1	1	1	1	1	1	1	1	1	1	1	1	138.034609116317	104.933212420468	206.418968423652	116.128748766085	284.822508843128
CECR6	1	1	35.3048376537938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CENPB	1	1	1	1	1	1	1	1	1	1	1	1	1	85.1613802188601	1	1	1	1
CENPJ	1	1	18.8658613103472	27.6263747735987	1	1	16.227734882108	1	1	1	1	1	1	1	1	1	1	1
CENPV	1	1	23.9710590333253	1	1	1	1	1	1	40.9812347549473	1	1	1	1	1	1	1	1
CEP120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.4308409767406
CEP250	1	1	59.7971342104566	1	1	1	1	26.4014682429255	1	1	1	1	1	1	1	1	1	1
CEP68	41.8322890045749	1	45.7300406498449	45.8250012246086	25.941181520556	43.4766779836804	1	57.330816927796	1	72.5148160041939	28.6131545330338	1	1	1	1	1	1	1
CEP97	33.0779081525578	1	39.091631271814	29.2139567976494	1	1	24.8102349861331	51.5130642750448	47.7621006820242	25.0570478146058	25.2306992026452	46.4849920264665	1	1	1	153.959757029797	78.2312356559565	1
CERCAM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1203.40728382838	1	131.746118206085
CERK	1	1	27.651425852438	1	1	1	1	40.721763883958	1	21.7742929506617	47.2731549787089	1	1	1	1	1	1	1
CFH	1	1	1	1	1	1	1	1	1	1	1	1	1	194.525154539985	1	1	1	1
CFLAR	1	1	1	1	1	1	1	33.7738180570519	1	27.0666700710364	1	1	246.788096663338	267.925376520843	1	1	63.1956037148305	193.953555395211
CGGBP1	1	1	32.0668336449345	29.4278492131394	1	1	1	1	1	27.2172727363451	1	1	1	1	1	1	1	1
CGNL1	1	1	1	1	1	1	1	1	1	1	1	1	746.656431689411	292.251791644125	69.1233307244599	1	1	1
CGREF1	1	1	39.5566423121375	31.1621484240125	1	1	1	32.3274994169379	38.1701162089011	24.271616854594	1	1	1	1	1	1	1	1
CHADL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.1130459007995	1	1
CHCHD1	1	1	31.628212305111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHD1L	32.7715746728985	1	28.9527893061542	30.3239104081212	1	50.9685768262065	1	1	1	28.3566612266236	1	1	1	1	1	1	1	58.1446227600503
CHD7	1	1	1	1	1	1	1	48.9355838583989	84.0900332027847	1	1	1	98.0192084943077	1	75.493570479337	357.311459536585	479.392335114641	471.271949801471
CHDH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.705591049195	1
CHID1	1	1	53.1248450806685	1	1	1	1	35.085425171126	1	33.0342732779293	1	1	1	1	1	1	1	1
CHMP1A	1	1	43.4145046746561	27.6500653833838	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHMP4B	27.6502917583624	21.1293221167636	87.0483152358642	53.9820046314609	19.1052245659901	1	1	1	1	1	1	44.4125944646011	1	85.1613802188601	1	1	1	1
CHMP5	1	40.9764367953806	46.488374222296	21.5463900086561	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHORDC1	1	1	18.3142952963302	25.9358910413086	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHPF	1	1	15.9450731972809	1	1	1	1	39.4683688767052	43.7760697528215	1	1	1	1	1	1	1	1	1
CHRDL1	1	1	1	1	1	1	1	1	1	45.4176921125393	1	1	1	1	109.968627531471	1	1	1
CHRM1	1	1	34.6139076999293	28.1745241532293	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHRM2	1	16.8501900518805	36.5002097733619	39.8258114633018	37.4737948026	1	31.3298473528702	65.4598793305978	248.821686058335	1	75.4891793718392	66.9064462617896	1	1	1	1	1	1
CHRNA2	1	1	1	1	1	1	1	104.363530625638	77.8749457050813	1	1	1	1	1	1	1	1	1
CHRNA4	1	1	1	1	1	1	1	50.4080375193237	1	37.4552655176728	1	1	1	1	1	1	1	1
CHRNA7	1	1	1	1	1	1	1	165.920322424494	1	1	1	1	1	1	1	1	1	1
CHST1	37.0666405854725	1	162.328754789462	44.8408463472786	19.3415841684437	1	120.516592743923	68.4984462307051	86.0069077662703	1	1	1	1	1	1	1	1	1
CHST10	1	1	31.8255907095468	29.2602283772282	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHST11	26.0191361545368	66.7152965916174	31.6766648639593	38.6556433036018	1	1	53.1074541386768	196.909729574956	208.049286891978	149.803407936399	1	43.8822839293536	89.8887288405161	150.734057173525	211.216409926532	1	1897.22541683791	477.805593569308
CHST15	1	1	35.6780500242981	46.8536558716852	28.8123895702438	65.5784598446569	40.4081876017956	60.9008054786427	37.8347188945284	1	1	29.9045363434259	1	66.8536408857483	1	1	1	1
CHST9	1	1	1	1	1	1	1	1	1	144.002858856409	1	1	1	1	1	1	167.934020654968	1
CHSY1	1	1	1	1	1	1	1	1	1	1	1	1	74.0404252221018	1	1	1	1	1
CIAO1	26.7705739032537	1	49.4904716858542	32.9092367538002	31.6124422067762	1	1	38.7246656029316	1	1	33.4966914285664	1	1	1	1	1	1	1
CIR1	46.4315812850428	1	74.0990421044672	36.6564660847523	25.9559120641899	65.8570820867465	41.2315154127004	1	50.166680910669	45.3552268010891	24.3481312313199	50.3882832486438	1239.16858860986	1	1	1	1	146.782832835957
CITED2	1	1	72.1094345592822	1	1	1	1	1	1	46.5154068898502	72.6469933094667	36.9951753346224	1	1	1	1	1	1
CKAP4	1	1	19.8613563534889	26.7744948453662	1	1	1	1	1	24.984576153548	39.7335273566925	1	1	1	1	1	1	1
CKMT1A	1	1	21.725995299077	21.2993974408374	26.6145613398941	1	1	1	1	26.7137713229754	39.000119755903	1	1	1	1	1	1	1
CLCN7	32.8809032108474	1	50.3611945401977	28.5414432519524	41.2693652152945	1	16.8306854297013	1	1	26.9709129128312	1	1	1	1	1	1	1	1
CLDN10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.8182897355508	1	1	1
CLDN11	1	1	16.8197160315772	38.760643388799	1	47.5882716823192	1	40.7692741418564	1	48.6516794806604	29.5824561209268	1	1	754.501687494396	86.5061838888271	2309.03305661231	157.941695992408	201.224953785439
CLDN5	1	1	1	1	1	1	1	1	1	1	1	1	472.316594398285	485.182160368998	1	1	1	1
CLDND1	1	1	44.9492375910551	25.0521206299097	17.2491870684761	1	1	1	1	1	1	47.3974886622073	1	49.5361249056102	1	749.655609081809	1	70.0269973728387
CLEC2D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.265345748369
CLEC2L	30.1207465092123	34.3952762038054	21.7529962142697	1	31.0756424548056	30.1468618727326	84.7750043564903	34.1701034516162	49.4556105411776	1	41.3696032754837	1	1	1	1	1	1	1
CLEC7A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	145.941597748078
CLIC4	1	1	1	1	1	1	1	1	1	1	1	1	112.062332029925	147.81898526198	1	198.465609158905	1	1
CLINT1	1	30.1320174550859	16.0580466774721	24.0382807350966	29.6198944037956	1	1	1	1	1	34.6383197451969	1	1	1	1	1	1	1
CLMN	1	34.8480124664109	1	1	1	1	1	1	1	1	1	1	1	719.589424959148	116.735810960861	629.652936999633	1	191.035620868847
CLPTM1	1	1	42.6838067055795	1	1	1	1	1	1	78.8603597521095	1	1	1	1	1	1	1	1
CLPTM1L	1	1	49.3986694036827	32.5622026924756	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CLYBL	1	1	1	19.505654442046	1	1	1	1	1	1	41.3232716790687	1	1	1	85.3703320163144	1	1	1
CMAH	1	1	1	25.0900407411056	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CMAS	43.0394972098181	35.4437881696845	88.5520737639365	60.1468572757996	84.8205559707249	31.5756400904255	1	1	48.3159701209328	45.1613944780436	36.4680530092403	35.9921400838015	1	1	1	1	1	1
CMC1	1	44.3059625104511	27.4475966143874	26.1155223138757	16.6745292622814	1	31.2778829009325	1	1	1	28.9261552588865	1	1	1	1	1	1	1
CMPK1	1	1	45.3393089559732	35.8897428573033	1	1	1	42.7350875306285	1	49.9818513704361	34.3512440510187	1	1	1	1	1	1	1
CMTM8	1	1	1	1	1	1	1	1	1	1	38.9057416821603	57.0599381770401	128.967724615823	1	1	1	1	1
CMYA5	39.7260965510799	68.7998320634438	39.6277936755217	45.9036907422654	1	1	1	1	1	1	1	1	1	1	105.71179485752	1	206.657347267006	1
CNBP	1	1	61.795520620151	26.5892498213269	1	1	1	45.9302130273413	1	1	37.4474842527402	33.8400994017681	98.7415816300277	1	1	1	1	1
CNDP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	787.994136705208	1	1
CNDP2	1	1	32.1570818639551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNGB1	1	27.066135026154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNIH	1	1	35.2679913518585	51.4858101918226	1	1	1	1	38.672252544097	38.4528819160849	26.3636972834431	58.0662238649548	106.051782950275	1	1	1	1	1
