NAME	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic
AKD1	1	27.5791402439351	24.5987152633728	24.426379424071	28.3543112258643	1	1	38.2758821737521	31.3842377806497	1	59.8152998080959	1	1	1	1	1	1	1
AKIRIN1	1	1	42.8755332358981	26.3123007352793	38.6912808834697	1	38.9166845308573	1	44.2647140501024	1	1	1	1	1	1	1	1	1
AKT2	28.4869508695596	1	94.6539306971631	43.5279310782315	33.7333213373893	36.5776042550605	32.5791389521972	41.5892651484006	1	47.5562822282999	1	1	1	1	1	1	1	1
ALDH1A1	1	1	1	26.4944212800696	1	1	1	1	1	1	1	1	1	1	323.228356538403	1	1	1
ALDH1L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	204.897227021929	1	1	1
ALDH2	1	1	31.7056401339888	1	1	1	1	1	97.7243205430161	29.2571145537048	1	1	1	1	101.122940302818	1	1	1
ALDH3A2	29.3297055875671	1	17.3020068331154	1	1	1	22.7295363928588	1	1	1	1	1	1	1	1	1	1	1
ALDH5A1	1	1	29.3160392688863	38.2374004547463	1	1	1	41.7917639476153	45.7443535780895	39.2661045357949	51.6545207931244	60.6705271778576	1	1	1	1	1	1
ALDH6A1	1	1	1	1	1	1	1	1	1	67.3541990415435	1	1	1	1	1	1	1	1
ALDH7A1	1	1	1	1	1	1	1	47.1159522950544	1	27.6515635972705	1	40.88123828251	1	1	151.180720918058	1	1	1
ALK	1	41.1774385050172	1	1	1	1	28.5950565401725	110.94098551732	47.0979811653757	605.97617485828	381.656409223586	262.320139398449	69.7512023603182	1	105.508599244373	1	278.242213230194	1
ALKBH5	1	1	43.1960988942765	36.3695386615892	1	1	1	44.0892116103071	1	1	1	1	1	1	1	1	1	1
ALOX12P2	36.406219142453	74.6109420274895	53.2020444217768	78.5093545320336	54.6143610587772	106.059756259829	1	45.292815534877	1	1	1	1	1	1	134.156199282421	1	232.398828522829	1
ALOX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	490.454756963581
ALS2CR12	47.4636342967422	65.8797543283936	15.3078332215793	1	35.1057190206263	34.3889014624678	25.5448674000275	1	1	51.3834807892822	33.0145445808034	1	1	172.37313489055	1	1	1	1
AMIGO1	1	1	13.9295912017632	1	1	1	1	55.8339860637444	1	21.5181147106307	35.490220128504	1	1	1	1	1	1	1
AMOTL1	1	1	1	1	1	1	1	33.3638515852742	1	59.8806312950328	39.6720819244845	61.6372243532588	1	164.114667737255	1	1	1	1
AMPD2	42.3514976618883	1	32.316890904394	26.779809294599	1	1	1	71.7777519605049	62.3299188141273	55.7715266644018	34.9976574649986	56.7428105958299	1	1	1	1	1	1
AMPD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.903927650517
AMZ1	1	1	1	1	1	1	14.2047635241264	1	1	1	1	1	1	1	1	1	268.107353243449	1
AMZ2	1	1	28.293275262303	1	1	1	1	1	1	1	1	1	1	1	83.1095046504191	1	1	1
ANAPC10	1	49.5534797040997	1	34.5642690305975	1	1	1	1	1	1	45.8697790688197	1	38.0765241115373	1	1	1	1	1
ANAPC11	1	1	68.2853471451214	35.4243986746329	1	1	1	1	1	49.9618368161114	1	1	1	1	1	1	1	1
ANAPC4	35.1462700270489	27.8806258209024	30.5675945897641	37.4340711350823	25.9694969161753	1	16.3546516879202	35.989733893243	26.0925378749439	30.105047117186	54.3419034592778	1	177.770251514047	1	1	1	1	1
ANGEL1	1	1	27.2983133627814	1	1	1	1	1	1	1	1	1	1	1	1	1	68.5367863007285	1
ANGEL2	1	1	1	22.2996618125695	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ANGPT1	1	1	1	1	1	1	1	44.5248507844941	1	1	1	1	1	1	1	1	1	1
ANGPT2	1	1	1	1	1	1	1	1	1	1	1	1	1	186.001501691441	1	1	1	1
ANK1	1	1	1	1	1	1	1	38.3908045014857	142.594761717707	78.5232768709735	249.385376289095	145.871626349921	1	1	1	1	1	1
ANKDD1A	34.2057441491978	24.7077018577473	26.8657507098864	23.1758240089509	37.0208006646974	74.8070325445753	27.0348114616546	1	1	1	1	1	1	1	275.145824803217	1	1	1
ANKMY1	1	1	1	39.899916401253	1	1	23.9430521523491	53.5325032483982	1	63.0665731915501	1	1	1	96.1010103649769	73.1974757529212	1	1	142.311903720988
ANKMY2	35.0481782989552	1	26.5431540662827	47.8662356067609	25.4132923502945	1	1	1	36.3540468989942	28.120159801575	1	1	1	1	1	1	1	1
ANKRD13D	1	1	38.4739327244571	22.8494534966332	1	1	1	53.8567671956276	1	27.6993019742582	1	34.3148803448511	1	1	1	1	1	1
ANKRD16	1	1	19.972958558039	24.4374808698168	1	1	1	1	1	1	31.4653713760671	1	1	1	1	1	1	1
ANKRD18A	1	26.1602458975133	18.0687305938017	32.0471071718979	32.3197527138608	141.900530512498	23.5072176164834	1	1	1	103.851393214343	72.6011040589718	1	85.5312038434037	1	597.882856386079	192.126378445355	156.608009474645
ANKRD18B	51.3104744804545	46.6647637416674	102.014406694278	35.1609067984826	45.6233196317843	1	1	43.0433841922099	1	1	1	1	1	1	1	1	1	1
