NAME	Ex1	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In2	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic
NBEAL2	1	1	1	1	1	1	1	1	1	1	1	1	66.3321530172258	1	1	1	1	1
NBN	25.8320434115855	22.9310457728857	23.7993613388952	29.3075736677557	1	1	1	24.587137720457	1	26.5973415569832	19.9696717056316	22.3766847000363	1	1	1	1	1	1
NBPF1	1	1	1	1	1	1	1	16.4272188387425	1	1	1	1	1	1	1	1	1	1
NBR2	1	1	1	1	1	1	1	20.3604377288965	1	1	1	1	1	1	1	1	1	1
NCAN	28.4072462058617	64.5096957627892	38.6389708820531	27.8479060259782	1	25.1663183544054	47.9151712915233	54.3542929071192	31.4049761942688	24.7824753208472	1	1	1	1	545.739841253718	1	1	1
NCAPD3	1	1	1	1	1	1	1	1	1	29.541795199799	1	1	1	1	1	1	1	1
NCAPH2	1	1	1	1	1	1	1	1	1	24.8230724923212	1	1	1	1	1	1	1	1
NCBP1	1	1	19.6001157742014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCBP2	1	21.9132601736633	20.3580247004357	1	1	1	1	13.6687547572253	1	1	1	1	1	1	1	1	1	1
NCK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.825709301681
NCK2	1	27.4576036246913	27.1953520468058	40.7801175233885	35.7098042322327	1	1	21.5016311581083	1	24.4646590625986	30.4258954941652	1	1	118.921246679625	1	1	1	135.721096412986
NCKIPSD	28.6817901791011	72.159466012276	50.7643061345562	32.702094141025	1	1	27.1948087644256	1	1	21.9070047502913	30.696392851909	33.8811727531641	1	1	1	1	1	1
NCOA3	27.8624704424793	69.5840607302097	57.5000535231324	31.437842893152	1	1	30.1019757397588	25.7284318705806	46.9919999544819	34.826682458917	50.089077674419	29.4912889484844	108.239400001116	69.3926113434918	1	1	1	185.425377586489
NCOA4	1	20.2743014977132	24.6762024683377	25.5386223284379	1	1	1	1	1	19.5881902310252	1	1	1	1	1	1	1	1
NCOA5	1	1	24.8113378745328	17.4214954129143	1	1	1	1	1	22.5347849148948	1	1	1	1	1	1	1	1
NCRNA00164	112.891059185387	62.2771861511052	26.7761122079283	71.4450815922775	120.405640844746	84.829325559694	147.735908885277	60.5543663163039	162.68195282913	157.546723676512	45.940754218648	117.282101153346	1	1	1	1	1	68.2276432404847
NDE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.0131762926705	1	1
NDEL1	22.3231698518781	22.2925493640341	22.7486395151062	22.3815748031829	1	1	35.9258489105599	81.4972298692685	1	23.5007279329828	21.794104206722	1	1	1	1	1	1	1
NDFIP2	103.789566310657	98.9316515860647	111.558835978256	82.3588423854055	138.244937752854	114.597666170135	1	41.3284637149322	39.7462349432819	24.00705705087	39.8050999515059	31.7264882349839	1	131.470523499888	1	76.8308869618863	1	1
NDN	1	33.9918471634477	1	23.0560615906786	1	1	35.8771723308341	9.27735113241602	1	28.7500492707945	20.7572207992628	30.9588457217083	1	1	1	1	1	1
NDRG1	18.6691618825061	1	1	1	1	1	1	1	1	24.9813804352196	1	1	91.7062073352041	1	1	221.081683400177	1	1
NDRG2	1	1	1	1	1	1	1	11.3419906547303	1	1	1	1	1	161.96901379716	709.059238091324	122.260314083605	1	113.547493389758
NDST1	1	1	1	1	1	1	1	21.1110721020104	1	19.0996778573511	1	1	1	1	1	1	1	1
NDUFA12	1	30.6282239666049	33.0364973978972	39.6069171397288	1	1	21.5105486727144	36.5323082902172	1	17.6259982661749	41.7533706356096	27.782884284734	1	1	1	1	1	1
NDUFA2	1	25.6116215026552	44.4646954955443	26.1239615896403	1	1	1	1	1	41.951772986768	1	1	1	1	1	1	1	1
NDUFA4L2	1	1	1	1	1	1	1	1	1	1	1	1	1	203.10572498387	1	1	1	1
NDUFA6	1	21.4299139112179	29.1174055098574	19.6835725211352	1	1	1	20.1648829400668	1	49.6905602397769	27.8506363983647	1	1	1	1	1	1	1
NDUFA8	1	19.1391515536176	30.8608708652126	19.5384108345062	1	1	1	1	1	1	34.0093895973868	25.2116620387968	1	1	1	1	1	1
NDUFAB1	20.8406663671483	48.0524800651169	29.8019357278157	25.3688829520695	1	22.9667228817152	1	1	1	43.2849705727774	32.7144991844466	27.5142170511606	1	1	1	1	1	1
NDUFAF4	1	21.162496910727	20.4482348707818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NDUFB10	21.6009212961071	33.9191040394287	36.5412770072126	34.3024051340424	1	33.3480928877023	34.7046660674664	20.539824865739	1	43.2560585204739	31.8911919233801	1	172.69918949164	243.016378833997	1	1	1	1
NDUFB11	1	32.5750011052583	23.7068371323144	24.3855206281335	1	1	1	52.3882267500628	1	19.8716143496062	1	1	1	1	1	1	1	1
NDUFB3	1	1	27.2763032050902	18.574453898264	1	1	1	28.4063012544068	1	1	1	1	1	1	1	1	1	1
NDUFB4	20.5889768369453	33.7890194382888	36.9812682573853	42.1717780750836	1	18.3282615268915	1	15.6437972606084	1	1	27.2413639440648	1	1	47.6968231037586	1	1	1	1
NDUFB5	1	30.7580415997373	30.6446740491639	21.7893611204887	1	1	1	56.0807741726237	1	29.2725692409485	39.3949197757325	23.1013196232399	1	1	1	1	1	1
NDUFB6	25.7127910481999	36.8348034294047	40.6640551615085	34.6020605024863	1	117.766692030212	79.0914050409124	1	33.0776482817727	27.2795614789543	35.420140885174	41.2662666783893	1	41.9192065809333	1	1	1	1
NDUFB7	20.8049812870031	36.5160286732473	32.2561549977687	29.3041113548812	1	23.2928586905774	30.8727056677828	30.1987953534546	1	17.5539314862021	34.4161942775761	1	1	163.970757942392	1	1	1	1
NDUFB9	1	44.6431989546525	31.8458939180807	37.2569234726883	1	48.3967981033838	37.3228557963655	50.5646863085723	1	29.0644749107212	54.0481667775773	37.3849261820973	1	212.221194932932	1	1	1	1
NDUFS7	20.4500556155027	40.6602932655998	37.0790954297844	28.4955418969537	1	1	46.6860493434725	1	22.6164268167999	38.3199860851603	25.2627964856544	38.1644396693155	1	1	1	1	1	1
NDUFS8	1	16.7893338009335	18.4629645781832	21.2969316179316	1	1	1	23.3114564333248	1	19.9245267112685	1	1	1	1	1	1	1	1
NEAT1	28.8147744496735	99.875648994092	88.7232725232333	67.8305656782974	51.6808291845536	153.280916408438	337.022913890581	763.364827864457	261.800491307499	50.5915764189943	1959.98741967747	92.6961609517436	4304.75043814725	1669.89373006209	1519.595164559	1246.68937295169	87.928292546119	1037.33966416411
NECAB2	1	1	1	1	1	1	65.2456644056264	101.73728753657	1	117.69261806006	1	1	1	1	1	1	1	1
NECAB3	26.7548081454529	29.2990922773876	30.2471089668402	19.346435222994	16.1499307014047	30.218594484541	1	1	1	1	33.8875177912187	30.171003134122	1	1	1	1	1	1
NEDD9	1	1	17.6478818398503	1	1	1	1	1	1	1	1	1	72.9940859832332	1	1	1	1	1
NEFH	1	169.348904836886	58.0665157784925	34.1220051003446	1	1	1	26.7715103612378	42.9885930889696	38.0543240338618	126.751153581177	34.3145927844626	39.4123055460485	1	1	1	1	1
NEFM	89.1993708295841	1759.44568652576	175.730635298476	326.159964317681	134.290565044326	63.2219605708945	36.3674403732632	45.9630522131283	59.4091037194227	171.096076093746	212.5344568644	85.4025171833842	113.531038712925	110.873843805847	1	139.507540797124	1	131.018311831157
NEIL1	31.1059150318941	32.5725413923053	36.1174333214893	21.3949070019928	28.0786692418134	1	24.4486779118043	1	1	29.306203817525	29.2765770347878	1	1	1	1	1	1	1
NEK3	1	1	1	1	1	1	1	1	1	1	1	1	96.9480770148189	1	1	160.430752470944	1	72.3143225348804
NEK4	18.8922278625616	21.2809414189355	29.6121672842099	22.4482116249163	38.4709753473444	31.8428786805535	1	1	1	23.1748897088731	1	23.6879276026271	1	1	1	1	1	1
NEK7	1	1	20.0904953316187	1	1	1	1	23.5325082454435	1	18.4729328660182	28.6007534196326	1	107.92899866225	130.912747310178	1	72.0493522328106	105.531940998187	138.728024969495
NEK9	24.0159522874289	25.4028824606179	31.4648823108179	27.392789235004	18.2082448933461	1	31.8427420735647	20.9674280680763	36.6682237025739	60.9759481682304	32.2423354659636	35.8896522970457	1	1	1	1	82.593184657357	1
NELF	38.7752145389157	56.5670926537186	41.0483388266066	24.9581119615934	42.8434070116041	41.986031313526	26.9625135377718	18.3516803849151	36.1657610309894	45.1251344121414	24.1226823126539	22.2318244836082	1	1	133.90158975272	1	1	1
NENF	20.112637149838	31.2507444044336	31.2799889256642	17.2547790825722	35.2214674848716	26.5823542250283	50.3933975142027	11.5970478859656	24.8365285996027	21.1773350190201	1	1	1	1	1	254.416903759219	1	1
NES	1	1	1	1	1	1	1	1	1	1	1	1	183.780805617515	95.0588684357775	1	1	1	1
NET1	1	1	1	1	1	1	1	1	1	1	1	1	172.297393223603	188.910272963335	1	1	1	1
NETO2	62.4815358711313	30.7290842951969	21.8764054948616	89.3799515996335	92.1929709811411	66.4013290743711	187.671985621351	212.649149896946	126.140378377076	44.9982544828193	83.6468318319758	348.253269327894	1	53.497418099817	1	1	80.033133201019	1
NEU4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.11299270487	1
NEURL1B	1	1	1	1	1	1	1	1	1	1	1	1	1	172.334704765264	1	1	1	1
NEUROD2	17.6019089866236	22.2678513499481	36.3572780242367	27.1886113407527	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD6	1	1	66.1696069141353	44.1792866689018	1	21.1367547390043	1	1	1	1	1	1	1	1	1	1	1	1
NF2	21.587481414105	19.1116137110612	23.9049219312629	16.1741691791147	1	1	33.4393684446248	1	17.7488718935959	34.5557917314554	24.5043594061609	1	1	1	1	1	1	1
NFATC4	1	1	1	1	1	1	1	1	1	1	1	1	1	293.91738998681	79.3915569306337	1	1	1
NFIA	52.7182400851656	44.244855516895	21.7892136049372	61.1126743340167	108.017702935188	1	59.4582001667938	353.445443128801	110.758729311253	326.165992421936	50.59847219462	47.4107134739412	707.839389069166	574.718266341414	884.428565055113	392.52322404416	587.089308012989	310.937084054963
NFKBIA	1	21.6123926312335	27.0282835024139	1	1	1	1	1	1	1	1	1	524.444685122622	1	1	1	1	1
NFRKB	1	1	1	20.8959256484465	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFU1	1	1	1	1	1	1	1	27.7943989900628	1	1	1	1	1	68.5996563621651	1	1	1	1
NFXL1	17.6490302629542	24.3597222028003	29.8213699181358	20.3444237475997	1	30.3535324704215	1	12.5388098427181	20.3608368797216	21.1978282371401	23.0792608632561	1	1	1	1	1	1	1
NFYB	1	28.5412295145792	22.9947617290753	1	1	1	1	10.2497912918262	1	13.9360013883603	1	1	1	1	1	1	1	1
NGEF	291.856968843039	192.319366599001	122.035933038538	175.635225314453	139.42434497997	87.8671512647592	45.385289288148	41.1551851884006	32.0898212097481	77.8169398724345	1	1	65.7038424908238	1	1	1	1	1
NHLRC3	1	1	26.3117290519762	21.6336005043538	1	1	1	20.0940686863547	1	21.8450369311225	1	1	1	1	1	1	1	1
NHP2	1	24.9186928605667	39.3704027501775	1	1	48.2534491385122	1	1	1	26.9614097673522	1	1	1	68.6338993151548	1	1	1	1
NHS	24.955672843808	32.974912250379	33.9357561635768	32.8290725368136	1	29.8640612901781	130.190074727305	177.098804927964	113.13570960507	99.0639673950298	171.41670103966	106.198978525503	69.1525237033737	129.170398284086	1	1	1	1
NHSL1	1	1	1	1	1	1	1	1	1	1	1	1	24.7939271212735	168.153784165077	622.320574826916	1	1	66.8458149628929
NICN1	1	1	19.9769077298544	19.9539838456394	1	1	1	19.5299456164345	1	27.4370774474952	1	1	1	1	1	1	1	1
NINJ2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	171.366413210125	1	1
NINL	1	1	1	1	1	1	36.7678913032557	66.3889853013359	32.6378004637656	46.666694566856	16.8048951312923	1	1	1	79.1516221343765	1	59.1315948284571	1
NIPA2	1	1	18.1265586901024	23.814820394468	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKAIN3	1	26.492970176395	26.7233177773067	35.8783820529948	38.6206205922651	36.71021101404	260.589601645605	83.4197320690969	211.453043353184	440.065592508625	32.4455685505602	65.1986590728937	1	91.1683169509424	2194.78861725843	1	976.279598582953	86.5639227691102
NKAIN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.3201451740461	1
NKAP	1	1	20.2486382529388	17.7740925829356	1	1	1	1	1	33.7423536520983	1	1	1	1	1	1	1	1
NKAPP1	1	21.4978317021906	18.9934968054594	1	1	1	19.2680942543075	1	24.3665790824382	17.8088168153152	25.741154325036	29.5323093508735	1	1	1	1	1	1
NKD1	1	1	1	1	1	1	1	1	1	1	1	1	1	111.024562664896	1	1	1	1
NKIRAS1	1	25.3714114636083	22.861920877509	29.3231536124354	1	1	1	8.64638219573525	1	31.6716220249264	19.7032052040245	1	1	1	1	1	1	1
NKRF	1	23.9776572656511	25.2623375475328	16.6576405086969	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NLGN2	21.4249553481609	23.6714734432307	27.5419878959004	29.0674678440402	1	1	20.528940587496	1	27.3658639926968	23.281413278081	1	1	1	1	1	1	68.0275712042932	1
NLGN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.306101056988	1
NLGN4X	106.504944707062	123.441395067674	140.171598270167	101.665237440397	104.408642311068	85.4289054233293	172.205671522499	130.063638468215	78.8045017128291	90.7288994175129	176.109441467693	178.782371771905	129.306805810275	157.143135077118	179.078439111788	103.526934244288	645.621187177679	1
NLRC5	1	1	1	1	1	1	1	1	1	1	1	1	34.5132998365358	1	1	1	1	1
NMBR	1	1	1	1	1	1	1	1	1	23.8628611285694	1	1	1	1	1	1	1	1
NME4	1	1	1	1	1	1	1	44.5064374332024	1	24.9984442841705	1	1	1	1	1	1	1	1
NMNAT3	1	1	1	45.1694132764177	39.4789054357993	36.3405628005978	28.4584748657364	49.2540264363109	1	38.236457992322	21.7205638799109	1	1	1	1	1	1	1
NMRAL1	1	1	16.635520063414	1	1	1	25.6457989523217	1	1	27.6563179558682	1	1	1	1	1	1	1	1
NMU	1	1	1	1	1	1	1	1	1	1	1	139.960457521675	1	1	1	1	1	1
NNAT	52.5827613673086	41.5176486067312	32.7544156872992	32.0237182910844	53.2366241606728	1	1	1	1	1	1	1	1	1	1	1	1	1
NNMT	25.1802994909939	1	1	1	1	1	1	14.4506064550784	1	1	1	1	1	1	1	1	1	1
NOL7	1	25.5046549996536	28.811621138912	21.6382600379314	1	21.3139398422701	21.5683484917413	1	35.0825866811828	23.1949038913407	35.9913285524921	37.9613171129107	1	1	1	1	1	1
NOL8	20.4970588269236	1	18.0730669882364	1	1	1	1	57.1310656169038	1	30.953474869074	1	1	67.6654181347123	1	1	1	1	109.764590191673
NOL9	1	1	17.9306600169115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOM1	1	1	20.7587684566909	1	1	1	1	38.9172231486909	1	1	24.3959339988832	1	1	1	1	1	1	1
NONO	16.343954289832	24.1355395581142	30.3851172528475	20.7223597133605	1	19.1468904417216	26.8620611803299	76.6886080708232	1	22.1804264066702	30.2943498232534	30.6775666766979	1	1	1	1	1	1
NOS1	1	1	1	1	1	1	1	1	1	61.3128716099792	1	114.075619092918	1	1	1	1	185.005244869754	1
NOSIP	1	1	17.9570002023913	20.9022448411193	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOSTRIN	1	1	1	1	1	1	1	1	1	1	1	1	558.1513162108	43.0823810084645	1	1	1	1
NOTCH1	1	1	1	1	1	1	1	1	1	1	1	1	291.988538106454	148.812172905997	1	1	1	1
NOTCH2	1	1	22.7011886995349	1	1	1	1	35.3619937621668	29.1086586825433	1	1	1	1	1	106.056427181987	1	77.8612501680926	1
NOTCH3	1	1	1	1	1	1	1	1	1	1	1	1	157.109639256248	2141.74820616784	1	1	1	1
NOVA1	223.126265911398	145.369110484801	302.777289763914	185.977862919135	132.512941112662	124.410824171453	142.333314478189	67.8414847916442	102.185205930462	104.101232709631	62.7457348941654	117.836634903142	333.805045963287	90.2439557284486	196.706326783875	214.766162659342	1285.33353375332	128.251406863139
NOXA1	26.1797151430712	14.4371871304788	23.6708684600204	23.0588803544457	1	1	1	1	24.5465156231153	1	1	1	1	1	1	1	1	1
NPAS1	1	1	1	1	1	1	77.0375064169808	29.183478031296	1	1	1	53.2580809706667	1	1	1	1	1	1
NPAS3	381.006113532253	384.039486815118	430.736182449178	304.090032453919	242.132908561003	183.611836726258	4536.28965028019	9338.5763724791	694.294591285383	343.49166709831	493.103863539943	4149.68582915188	552.525000000763	608.870391240337	12606.9713618505	2530.50268073193	2609.02993192731	1315.40119789948
NPAT	1	1	21.8791010462794	1	1	1	1	24.7316658904422	1	25.7045397865926	1	1	1	1	1	1	1	1
NPC1	1	18.8878156843292	23.3202015150979	19.4436757764623	1	1	1	177.22349541028	1	13.3013579682507	1	1	1	1	1	222.0814030696	1	166.249139339505
NPEPL1	18.2159930230107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPHP1	34.5058486317511	38.0152718768663	23.6547700095461	20.1303021531395	38.6200412332703	33.4154373381786	1	8.83798299488969	1	1	1	1	1	1	1	1	1	1
NPHP4	31.4796186815791	40.4549999850232	21.6513795187119	28.1905782625353	1	28.508219108388	1	14.6814040976658	26.6170179921646	26.5279678709432	1	1	1	1	1	1	1	1
NPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	137.242084866704	1	1	349.355603708424
NPM1	22.8226235727559	27.9529690767809	31.7559733197361	28.7720431802613	1	1	44.2079133230665	18.2206162025004	1	30.9460418888175	1	1	1	204.376869527377	1	1	1	1
NPPC	1	1	1	1	1	1	1	1	1	28.7544122049716	25.8351179539782	1	1	1	1	1	1	1
NPR3	1	1	1	1	1	1	39.9605381852938	13.1242254873082	42.1572127244092	1	1	1	1	1	1	1	1	1
NPTX1	141.430602094385	84.0604764402431	141.917355924818	136.677555141282	205.899849884729	252.246032155197	1	1	1	1	1	1	1	1	1	1	1	1
NPTX2	78.7358847154226	1	48.9799052612224	37.8703207840772	24.3512277852144	1	1	1	1	1	1	1	1	1	1	1	1	1
NPY	1	1	1	1	1	1	1	1	1	1	1	2353.85943951506	1	1	1	1	1	1
NPY1R	24.9118029925333	1	1	1	1	32.5864848240995	1	37.2517569384386	1	1	1	1	1	1	1	1	1	1
NR2F2	1	1	1	1	1	1	126.705816346084	176.84244443339	68.001831204875	30.1896418972307	1	1	149.106081304702	676.333858084215	1	1	1	1
NR4A1	39.4530812448805	44.0671126116901	53.9286351161204	34.7937492338934	1	27.5098223164019	1	17.6850692544575	1	1	1	1	322.655729132536	103.732937508641	1	1	1	1
NR4A2	1	1	1	1	1	108.208812204115	1	1	1	1	1	1	1	1	1	1	1	1
NRG1	201.65083666949	1429.6578820377	955.187480583682	1656.67403407856	1744.12754141401	5427.94086227783	257.609168074046	79.7969186384682	816.534556919032	2144.0261266184	190.849402307626	196.26040138492	216.467345815576	509.35979399139	270.557287467432	211.325057550171	171.691883143489	349.639858873729
NRG4	1	48.5322689144884	29.3900863553365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRGN	1726.13717609428	4504.21289019197	1445.7155360088	1084.21020554501	581.954021823492	798.597133313258	62.7528430738939	63.355453474198	45.790657612891	67.2509215533448	74.7501132904527	105.655446837545	208.809444852978	140.841025432097	119.295282014537	99.547771259342	126.178891501591	316.750772343945
NRIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.317131109011
NRIP3	1	23.4309426547454	23.482782319324	47.4094223749938	23.5792538211797	1	104.550546852757	52.9225172399699	30.2926794266715	337.182751337485	54.9971015491169	145.124965964287	1	1	1	1	1	1
NRN1	48.336106421731	108.773882662408	120.43787421865	104.877354575405	42.9226463570847	56.0542009882926	1	1	1	1	1	1	1	1	1	1	1	1
NRP1	1	1	1	1	95.7776826298625	1	26.8780916279814	1	1	1	1	1	664.239456566417	1	99.8205270509744	1	1	128.173317596197
NRP2	1	1	1	1	1	1	1	1	1	1	1	1	84.3876391623912	94.2451941099496	1	1	1	1
NRSN2	17.0771307991392	22.8031594311371	23.4836781273973	22.1568401084657	1	1	27.8579057365459	1	15.1833274144984	27.7320283549255	28.397232001509	28.9374140492383	1	1	1	1	1	1
NSBP1	1	1	1	1	1	1	1	1	23.9603066305847	19.6874463600092	1	1	1	1	1	1	1	1
NSFL1C	1	16.422213626428	21.2453874446462	15.0859572992388	1	1	1	12.3906326046951	1	23.6903823933421	21.2574168725947	1	1	1	1	1	1	1
NSUN2	21.3445151976899	21.6336737589395	23.8106491767065	18.2204443526049	20.110738869378	1	1	1	1	41.1438215994487	1	1	1	1	1	1	1	1
NSUN4	1	1	1	1	1	1	1	22.6122556602029	1	1	1	1	1	1	1	1	1	1
NSUN5B	20.4257444824451	1	20.6550029517932	14.0576030597037	1	1	26.2018377167126	25.9708917381946	20.9062521176198	22.3084588537957	1	1	1	1	1	1	1	1
NSUN5C	22.3089491742537	19.3342032978559	22.803335974941	19.0976405796365	1	1	19.0309208691852	41.343225373224	24.2225215897311	26.2385254513424	1	1	1	1	1	1	1	1
NT5C3L	1	28.4758754640898	30.2516828174826	22.6608065703733	1	1	1	1	1	12.9231581111007	1	1	1	1	1	1	1	1
NT5DC1	24.9097490877706	31.0421938609916	34.467613885529	31.2906730125605	42.1009599609639	46.5951028714624	1	29.7242163279882	29.6043664997189	39.9580326041831	42.6375625723617	26.2228315502965	119.348397844699	51.0742869300252	68.6001992613258	198.913492609185	1	87.294660651512
NT5DC2	1	1	1	1	1	1	1	1	1	1	1	1	1	71.5715672742253	1	1	1	1
NT5DC3	18.491135183125	30.1562799996892	1	1	1	1	27.2529788416151	17.3689427927356	1	31.3333913469403	1	1	1	1	1	1	1	1
NT5E	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.9472505673995	1
NTN1	1	1	1	1	1	1	1	1	1	1	1	1	1	108.880972578568	1	1	247.929932519722	1
NTN4	1	26.3199184858283	33.6841571989033	63.9421302138482	1	1	96.0187261557261	48.807239604222	1	46.9412966212407	79.0555853501434	87.1004734502385	1	334.832186300443	1	1	113.729052162279	1
NTNG1	37.3134241487966	456.657775691702	228.462382592102	83.0594440394709	1	77.1318784366854	30.8761645904437	59.4699908708434	40.5903543990531	656.519073061974	35.0014930000806	58.8240488944264	258.928641678216	231.319314464731	87.8480940279351	1	446.225330044823	146.204020692229
NTNG2	1	1	1	15.5022564586766	1	243.76002874442	1	1	1	1	1	1	1	1	1	1	1	1
NTPCR	1	21.3713023108791	1	15.4957100079032	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUBP2	1	17.8416321290559	22.0859761898663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUCB1	1	21.7025166424942	18.5491290573767	1	1	1	20.8633264148543	1	25.4919513746462	26.3532509995428	25.5726147951436	1	1	1	1	1	1	1
NUDT16	1	1	20.6022822931264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUDT16L1	1	1	17.7448109137456	1	1	1	1	47.4279354238085	1	1	1	1	1	1	1	1	1	1
NUDT5	1	21.0799966750676	22.1900346000613	1	1	1	1	27.941646860328	1	23.5146092944507	27.9880211891186	20.8513248111093	1	62.2006217289405	1	1	1	1
NUDT9	1	1	35.8223597023166	19.5765340680976	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUMBL	16.869064531657	1	1	21.6037987794057	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUP107	1	22.3198864076153	19.7164627637634	1	1	1	1	22.4827049633586	1	1	1	1	1	1	1	1	1	1
NUP188	1	1	1	1	1	1	1	1	1	22.6851326833765	1	1	57.6366948938965	1	1	1	1	1
NUP205	1	1	1	1	1	1	1	1	1	21.3355342056553	1	1	78.560853217364	61.4658742587653	1	1	1	1
NUP210	15.8601906798857	20.2453645789777	1	1	19.1770136508247	1	35.9229639495203	1	1	30.6533115330615	20.8963065360547	1	1	1	1	1	64.1331624655585	1
NUP85	1	1	16.7888477089324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUP93	31.5341610911003	29.7761701531156	19.2584652806397	17.2931002601962	1	1	33.0378672676152	66.8195857942734	1	32.6838369866988	30.8683838666427	38.2021592661335	1	1	1	1	1	1
NUPL2	23.0284257758336	27.1231729502983	33.5141954663657	29.240842027471	1	1	25.139079981969	24.8313229390963	1	28.4405877726327	40.1690720427728	25.549351232896	1	1	1	1	127.586890428581	1
NUPR1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.1761666753194	1	1	1	1
NVL	27.224705781864	31.9161109945933	31.7600554748544	26.7652419125153	37.2518260113508	60.6494046557761	37.1302960661113	1	25.5535573514031	30.8152683860007	31.9795968326171	29.1967354738247	1	1	1	1	55.269507329603	1
NWD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.440046548408	1	1	1
NXN	1	1	1	1	1	1	1	9.66482633608352	1	1	1	1	369.827760129167	1	1	1	1	91.9948459638095
NXPE3	1	34.3732922978036	21.8627036329384	15.4711561021365	1	1	34.2452614795595	47.0723664392613	1	19.6184975942584	30.823955674438	1	1	1	1	94.4927068151046	1	1
NXPH1	1	32.1913500882521	49.200248213889	33.8482168821476	44.2766262932165	1	101.643708332331	41.1529528605387	61.360282065005	1207.73090288462	1732.03611210786	1662.14410151929	1	1	1	1	1356.3315639371	134.597578300184
NXPH2	1	1	1	1	51.620449278835	1	1	8.56685919896146	25.566788962309	171.008736314684	1	41.0633463158112	1	1	1	1	1	1
OAF	1	1	1	1	1	1	1	1	1	1	1	1	1	75.4182568866575	161.534635126027	1	1	1
OBFC2B	1	1	22.2855343171837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OBSCN	1	1	1	1	1	1	1	1	1	1	1	1	1	46.0922152507294	1	1	1	1
OBSL1	26.1397393279073	21.9441926597014	31.7757166841097	22.5099881206279	1	1	42.5090516715302	137.973122813755	86.000710536884	72.2246585699132	36.1796149286127	37.9866861621291	1	1	1	1	1	1
OCA2	1	1	25.0094823140826	28.415141466432	47.0183890439146	1	66.773556478825	1	1	78.0373133150531	1	1	1	1	1	1	1	1
OCIAD2	1	1	25.0314051625072	30.6189528138876	1	1	1	1	1	1	1	25.2938047826626	1	1	1	1	1	1
OCRL	17.0482794200096	26.0424374463615	20.1502254005155	21.7757907987707	1	1	26.1904601849786	41.6603504551114	1	42.7226710968507	32.129142207589	1	1	1	1	1	1	1
ODF2	1	21.7627654892882	22.1405782858184	17.9001240770928	1	1	1	42.0113571802818	1	1	22.3075139683863	1	1	1	1	1	1	1
ODZ1	20.60214122164	31.9576611280623	28.404224613355	44.6630897898262	135.406890436407	1	74.6010614392751	75.3353091658842	48.7951202225515	100.614130068815	395.064904993058	419.663397488255	1	1	1	1	260.544016673175	127.02352383018
ODZ3	81.6034646825585	54.6096990336438	34.2745054202751	125.511309432332	216.425008883351	336.66182130876	530.001404757591	235.363582489617	484.033891499147	258.391217522951	653.269390985369	984.93897999346	100.702029537693	89.8602517010711	1	107.017123442143	1	125.621326222282
OGFRL1	29.9052579210005	49.9523970064525	52.1506429539916	38.7381820472582	30.7209118223732	35.9729784562305	26.5969637705602	53.4394159736374	1	30.0177150263208	28.8757200810049	42.5340019540693	155.038167420502	1	154.887440540322	1	1	142.123784475786
OLFM2	1	18.6296146496756	23.6652336268701	1	1	1	26.7779478905019	12.677477683269	29.9787807374593	38.6297406064417	1	32.3084097550441	1	1	293.273989136166	1	151.771025351929	1
OLFML2B	1	1	1	1	1	45.0421835950757	1	1	1	1	1	1	1	1	1	1	1	1
OLFML3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.7348650179643
OLIG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.363625058212	452.721164118251	1
