Mixture	Ex1	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In2	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic	P-value	Correlation	RMSE
159226173	0.185302615070891	0.270112512888106	0.203891572343263	0.0810700848441222	0	0.0826803921864478	0.0167175421503323	0.00700781883249816	0	0.0104623672106047	0	0.0276884153275467	0.0180604158297012	0.00458004954059293	0.0352005673782427	0.0450739529224997	0	0.0121516934751524	0	0.508118310464994	0.863288120685643
159226141	0.193744617332982	0.149699449869708	0.299209274143907	0.111709872462995	0	0.0866672394433194	0.0062193143005095	0	0	0.0170698148902713	0	0.0377829351021295	0.014025218616322	0.00481792964248055	0.0549366399026354	0.00830522240057811	0.00154234370219891	0.0142701281899635	0	0.506458563387194	0.865332507479596
159226109	0.171269056855356	0.19523329518721	0.233334648978622	0.135823389254959	0	0.0941089513789542	0.0373971120177619	0	0	0	0	0.0353790854849748	0.0141885695825799	0.0049192926183282	0.0299781062475655	0.037549968852602	0	0.0108185235410864	0	0.504885381590742	0.865688518132886
159226171	0.203044035474047	0.12602036073603	0.268757904093482	0.0796304542631087	0	0.0940550614989355	0.0177311744649055	0	0	0.0237086713662289	0	0.0416596370762446	0.0168996033463862	0.00686790165308952	0.0956134223687958	0.00332089120118309	0.00434962931956632	0.018341253137996	0	0.525266502130483	0.854178597043628
159226155	0.235575225805831	0.172815109531504	0.241225389737466	0.0564026935165973	0	0.0967730366461642	0.0154100701585866	0	0	0.0191571146508071	0	0.0402127304114474	0.016331974243973	0.0073209673380493	0.0709421781989852	0.00128804105786161	0.00485728841532144	0.0216881802874066	0	0.52942345186299	0.852908322573631
159225882	0	0.4461475434235	0.232861173312026	0.115198688128168	0	0.0445593873222743	0	0.0227442166432821	0	0.0100882194692309	0.0229301045998424	0.0198297038828476	0.0154237778528109	0.00281066800944794	0.0183567683289408	0.0378659966770304	0	0.0111837523505983	0	0.503185789530011	0.864452533364116
159225866	0	0.438306296837546	0.250802396542692	0.10451150357268	0	0.0554420069250818	0	0.0221811876177249	0	0.0036006978707119	0.0314253286975662	0.0180998430998654	0.0200833838524105	0.000923114502551096	0.0215734755180212	0.0204410997228886	0	0.0126096652402603	0	0.519073412752511	0.855560201852111
159225850	0	0.486102901168133	0.18452853685314	0.0940688093728287	0	0.0591706161044223	0.00606835935123462	0.018414242500569	0	0.0101315579439954	0.0335168216931399	0.0146502331482969	0.0200677056387062	0.00303394520355981	0.0128676462254887	0.0461645300373035	0	0.0112140947591823	0	0.518571436457537	0.855494707653919
159225834	0	0.481752267524187	0.235505270254979	0.0894813061300838	0	0.0526280833579663	0	0.0196011051149832	0	0.0115291418533542	0.0318187814999855	0.0237589494383474	0.0189670222608147	0.00255754750694948	0.0139299074650726	0.00956857241117733	0	0.00890204518209897	0	0.508515935290293	0.861411888134172
159225818	0.0312067752772036	0.498867597702358	0.174638126292525	0.0888712762334629	0	0.0448208508221594	0.0202941765293904	0.016213850679518	0	0.0153216635953213	0.0288774343987431	0.012037300577201	0.0196317039042685	0.00266911489532298	0.0219196875603786	0.013797157248194	0	0.0108332842839525	0	0.525148651513263	0.851683113661929
159225802	0	0.389745086901268	0.296019578263306	0.091366360447892	0	0.062504274726064	0	0.0218719819723677	0	0.00415127540379487	0.0304370215969806	0.0179022887818365	0.017642014719581	0.00103866889043382	0.0215442955102543	0.0356991447185036	0	0.010078008067717	0	0.51344557299668	0.858989411823156
159225786	0	0.480206899745406	0.254721166054121	0.054582306985129	0	0.0734894436120108	0.0156397395414504	0.0129392011001219	0	0.016055645368166	0.020718758229828	0.00426273592207979	0.0210837489950542	0.000923688325616707	0.013713078000367	0.0205218473923654	0	0.011141740728283	0	0.541059016701321	0.84246334272297
159226119	0	0.440760883545418	0.229342865727732	0.0661841890343948	0	0.0617320411723495	0	0.0224123700314813	0	0.00952966712739886	0.0337293902851914	0.0173249572702484	0.0167369598351936	0.00257558038748283	0.0127150452719927	0.0744331340142722	0	0.0125229162968442	0	0.505124371832001	0.863243962331194
159226103	0	0.477468841203485	0.239552610871647	0.0766905565031776	0	0.0681186429881576	0	0.0201722696336712	0	0.00734351677714123	0.0184838771042819	0.02506110556584	0.0177501373534058	0.0031464024925647	0.0235881825489502	0.00825671691954263	0	0.014367140038135	0	0.535285661518548	0.845948807885409
159226167	0.0911526527848429	0.411209171485337	0.208467103636114	0.0453732287655013	0	0.0577817476991615	0.0172663950294702	0.00909260652567615	0	0.018914017211455	0.0136519518626596	0.0170094652532109	0.0185530463640185	0.00436741492615569	0.0307816795042127	0.0405079398559071	0	0.0158715790962776	0	0.506211644082453	0.862967223688804
159226151	0	0.459369238218863	0.219198376765379	0.0833848619675722	0	0.0808367947580704	0.0232187841899577	0.0166068758518116	0	0	0.0326735627778201	0.0269292852742891	0.0177807105143799	0.0024105226659161	0.0127738805245065	0.0138385482396908	0	0.0109785582517442	0	0.530210373922657	0.849101577881735
159226135	0	0.450613185027251	0.212764689137097	0.119894681413064	0	0.0593739080710865	0.00265881438409331	0.0221791380833181	0	0.00703193854800445	0.0431842522129124	0.0151014362412608	0.0206082988860806	0.00243588061674327	0.0111017251015608	0.0221261920195707	0	0.0109258602579578	0	0.526534332364731	0.851355474233838
159225722	0	0.389759592063673	0.309549206746282	0.0854838518622054	0	0.0844798365961416	0	0.0285368827355677	0	0.00906551237973611	0.0312102407857718	0.0170262629398693	0.0186614446595579	0	0.00893548802564437	0.00595843302177822	0	0.0113332481837728	0	0.46252600753292	0.886921732590151
159226215	0	0.46206725352871	0.178254746332962	0.102613060877224	0	0.0522603614557367	0.00477635866493621	0.0220724775814214	0	0.00585676178779153	0.0152123014305687	0.0307595104860508	0.0231911704667417	0.00221646333273069	0.0109125387643058	0.0751373953105502	0	0.0146695999802697	0	0.492598842323603	0.870309793226899
159226199	0	0.38181370423997	0.321868168375485	0.0735602681708096	0	0.0916028765456637	0	0.0327854038697093	0	0.00722187616910125	0.0327039329961411	0.020792851092603	0.0172382766763688	0.000351218489464312	0.00744891108020701	0	0	0.0126125122944767	0	0.502063430748279	0.865628523693258
159226183	0.00678820914455642	0.461098377174935	0.222981892401126	0.0503921244549101	0	0.0459853091768798	0	0.0207228509670966	0	0.0110211310603894	0.0199229588382613	0.03236212983532	0.018938682967137	0.00324260588466587	0.0127684661247292	0.079845075030894	0	0.0139301869390995	0	0.518541805276694	0.855412946351779
159225770	0.0467103965519659	0.478284514922975	0.193218880237654	0.00379100994876924	0	0.0533519540227795	0.0181219164275095	0	0	0.0189891434434886	0	0.0211893915499204	0.0220916064324211	0.00548938496220342	0.0185833159679385	0.105655674251411	0	0.0145228112809636	0	0.510251752978815	0.860025725802139
159225754	0.0375438562169775	0.45992135234572	0.218430617754125	0.0477866851792297	0	0.0729950595848191	0	0.0209364109886929	0	0.00987406647231534	0.0226970104568754	0.0279858110575695	0.0222135000050574	0.00406946695799456	0.0116900908228738	0.0323962880563794	0	0.0114597841013711	0	0.531319518035565	0.848604349932041
159225738	0.0124204632170944	0.642281985771515	0.142175165767432	0	0	0.0785135589376345	0.0252728920443442	0	0	0.00395595243896134	0.021474604094966	0.010282840791542	0.0123227306482373	0.000553408059927115	0	0.035264648685281	0	0.0154817495430655	0	0.56993597425467	0.822861520028817
159226087	0	0.412188714748247	0.151496956612832	0.133646906759297	0	0.0576637035867359	0.00356678177536473	0.0163426325471642	0	0.00568925143906937	0	0.0298902673902561	0.0242383007119855	0.0043618895219489	0.0246180983239868	0.105677067542798	0.00479199465103676	0.025827434389278	0	0.497027927010683	0.867721890677188
159226039	0	0.455797910395834	0.131421143162525	0.0801729746386506	0	0.0291013193956394	0.00613524397320545	0.0123366016552905	0	0.0126210754958024	0	0.035075533541171	0.0282308168371072	0.00465024180116983	0.0258259906044149	0.136206969930443	0.00965966155370215	0.0327645170150441	0	0.492823265336279	0.870245728194324
159226213	0.149343887869231	0.345681502071804	0.21854475063817	0.0845744072167032	0	0.0672575215654013	0.00111499248012795	0	0	0.0192625128629315	0.00256108077293005	0.0164493066456921	0.0150428088474686	0.00459157423319457	0.0372931677069764	0.0239860963875379	0.00278633022963343	0.0115100604721982	0	0.534835329032926	0.848092093260135
159226165	0	0.461873183206269	0.215140361419566	0.0561572707098885	0	0.0712098497866444	0.0134812424607244	0.0223116253119887	0	0.0178709286459501	0.00093727257306716	0.0535884070035364	0.0204197279999091	0.0032243161916403	0.0305366328593639	0.0201619048991577	0	0.0130872769322938	0	0.522515881466607	0.853393307240549
159226149	0.0580995895153306	0.353947637453588	0.230676950403353	0.109396880555801	0	0.0828016268419648	0.000637473052431918	0	0	0.0210943547503628	0	0.0352059979279558	0.0179911115338436	0.00876141898026497	0.0483596671608235	0.0160365171453366	0.00108667876933126	0.0159040959096125	0	0.507650264463917	0.862517850416585
