Mixture	Ex1	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In2	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic	P-value	Correlation	RMSE
126432538	0.175100362304326	0.173009790167264	0.382555556606488	0.0514203713865347	0	0.0632674013032739	0.0135494050512703	0.0154067921162865	0	0.0119965145396408	0.0174855811860389	0.027973610005165	0.0161634486933152	0.00353026026585159	0.00904543058507551	0.0351247568998914	0	0.00437071888957775	0	0.569819705609793	0.849020222562176
126432216	0.253808664335257	0.126458170500043	0.258302916602712	0.127581412747803	0	0.0613428056444989	0.00782441621621427	0.017861829388496	0	0.00209377700380379	0	0.0524821281085031	0.0209887227838633	0.00419392365790434	0.0363728226941575	0.00595637758200423	0.00842121874975462	0.0163108139849857	0	0.570823895465839	0.848540590828074
126435075	0	0.324952879543935	0.397864936712873	0.0863787638176833	0	0.0353632145693139	0.000913866513898857	0.0300329367258271	0	0.0225259797295593	0.0264885436111562	0.0122439999434626	0.0230188268923841	0.00261720678687372	0.00705864560594052	0.0159006441159729	0	0.0146395554311192	0	0.570958331390344	0.84327581607388
126431705	0.0845341039765592	0.313928064116349	0.227847622081419	0.146391237536752	0	0.0602462573181485	0.0442791384833976	0.00550971458133273	0	0.000873239007722269	0.0119164851337438	0.0313160622397566	0.0168563149846567	0.00293513905528485	0.00713201991476088	0.0326391001869105	0	0.0135955013832065	0	0.567814925011076	0.844724937685565
126434371	0.236272552444042	0.0726873261073858	0.29776464907358	0.111360789434193	0	0.054752326285305	0.0218460258397587	0.0197007746212494	0	0.00133697801798484	0	0.0480099837277102	0.0174768095572386	0.00469634448817246	0.0357778921007514	0.0549825159137057	0.00525593637867764	0.0180790960102462	0	0.545418474861147	0.859236160766125
126432638	0.266052510974207	0.139989667171597	0.25976986818453	0.118811715350531	0	0.0414411349886551	0.0462068247157507	0.0164792612527104	0	0.000417951841471464	0	0.0339078921664478	0.0144504822541011	0.0036145227283037	0.0202807062787605	0.0155206197180613	0.00417964961929149	0.0188771927555819	0	0.553578199100077	0.85642199713434
126431655	0.234192722626934	0.168763885658356	0.243306233067748	0.136741965393023	0	0.0398354832727812	0.0211752628644623	0.0142355290859192	0	0	0	0.0480448024238426	0.015378864452014	0.00216860624386965	0.0114227870153435	0.0430989548030827	0.00432016675786464	0.0173147363347601	0	0.538587055519941	0.862500788089151
126432588	0.14983817245704	0.120279950713577	0.316182985319694	0.150128666934684	0	0.0770117518519252	0	0.0328504548302332	0	0.00118668177498055	0	0.0592953201009277	0.0170018764089399	0.00407180680482988	0.0231131052269861	0.0384403103490609	0	0.0105989172271221	0	0.562302968016806	0.852911741431568
126435758	0	0.392206747271582	0.278047890339268	0.117148009479278	0	0.0438848098381581	0	0.0242226705671855	0	0.0188953974385972	0.0214236569136219	0.00797845591302282	0.0210680444336713	0.00299990885005868	0.0112230543486416	0.0450868833656142	0	0.0158144712413002	0	0.580818841762859	0.835945448950334
126435041	0.162293736724923	0.225359547682828	0.247473415461189	0.0642464455359824	0	0.0182436064444208	0.00548242113080872	0.0215953237058715	0	0.0165385466476558	0	0.0246060348714857	0.0219502599555916	0.0034447439374403	0.0229973458592989	0.14384172317091	0.00272146186177002	0.0192053870098246	0	0.539500234264714	0.855444402746848
126435073	0.0657304310326617	0.331788471417796	0.257550658935442	0.0566383691311928	0	0.0638605207579895	0	0.0366393259566971	0	0.0172975944682797	0.010620008828102	0.0150140329285394	0.018170659440641	0.00776821615038299	0.0643249500831459	0.0309256990035456	0.00860571789498205	0.0150653439706025	0	0.561188457454741	0.842520490721133
126435137	0.183903547360561	0.34965758576813	0.199304413185898	0.107606928224726	0	0.0384293340803491	0.0251574825731547	0.0205086988041131	0	0.0147981838552095	0.00685521971083117	0.000873532111966352	0.0151220444996984	0.00273880965649477	0.0144642050160325	0.00584798683045149	0	0.0147320283223837	0	0.546958829539819	0.853443363595608
126435105	0.137770322296188	0.422811257365299	0.17211886980042	0.0995017530074345	0	0.0392834745062329	0.0389201996041383	0.0102413824143594	0	0.00680748727493511	0.0128705210348044	0.00417031049802882	0.0154142239068161	0.0030710825273947	0.0124165942973946	0.00816056727121825	0	0.0164419541953359	0	0.551770066525854	0.848758379640351
126435011	0.162217327667733	0.313107680352818	0.275426465774962	0.0252507048089918	0	0.0263725173691021	0.00663533125751979	0.0176881466915434	0	0.0171088110544873	0.00271528633451411	0.0220162949620135	0.0202149290740434	0.00633788241677469	0.0505625892651109	0.0432135437163789	0	0.0111324892540076	0	0.575913164789046	0.837495171489864
126434979	0.0318188449296737	0.314734682231183	0.260295104919672	0	0	0.0316674236972476	0.0287952891631586	0.0135216796291826	0	0.0290857790171808	0	0	0.0381319195548327	0.0125311893233199	0.0662587371155272	0.149837681162387	0.00151631800138995	0.0218053512552447	0	0.506490467714333	0.865216120520317
126435153	0.0809299209303093	0.354050163207668	0.257889966922389	0.0416446894751221	0	0.0449600637655651	0	0.0251324670804506	0	0.0175240169537535	0.00604051635061467	0.0133222000405144	0.0185026023044445	0.00712703516547156	0.0672865936959329	0.0504804116978743	0.000820673205571141	0.0142886792043191	0	0.574784869295611	0.834264187923926
126435027	0.165579328987686	0.261376796785858	0.249026245477363	0.115111589186012	0	0.0456651941610921	0.0225789881167851	0.0174735356907488	0	0	0.0115278385169145	0.0283883870290744	0.0133726721221251	0.00416203848418132	0.0237614571046844	0.0252056472276859	0	0.0167702811097895	0	0.55943597997424	0.849917888110228
126435091	0	0.362976195550918	0.335941096412839	0.0993143867735644	0	0.0193041889692071	0.00123779899016519	0.0415283661932257	0	0.0174039248595012	0.0457821681287585	0.00969614729639452	0.019983765297469	0.0021123470790978	0.0138618546369605	0.0143388282418167	0	0.0165189315700825	0	0.569008656672746	0.843040709295433
126435059	0.0598229832580559	0.233171888394537	0.35862382952894	0.0106725899739298	0	0.046199291350897	0.0117641010406615	0.0144512061119161	0	0.0349870882923071	0	0.0112430696566103	0.0432926099392685	0.00901266858094128	0.0536448953277482	0.0886108050619203	0.00373276027904186	0.020770213203225	0	0.502022498232665	0.871183226262124
