Mixture	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex8	In1	In3	In4	PVALB	SST	End	Per	Ast	Oli	OPC	Mic	P-value	Correlation	RMSE
11281	0.155881380766017	0	0.0958083267707556	0.252833290320334	0.0878021006131256	0	0	0.00201714014916525	0.069798983747676	0.0090421155176066	0.0856666720906856	0.00178038032436263	0.0257705819265301	0.0102277692382115	0.0545419870436208	0.105715461635818	0.0202023941788271	0.0229114156772639	0	0.661874700773736	0.801570850114006
11305	0.132849063734489	0	0.256271116938605	0.141666692456578	0.0890912263169451	0	0.0159463218267309	0	0.0662925037242004	0.020219126119583	0.0427667468710143	0.00342042047149072	0.0197372975944496	0.010950603979002	0.0560000416697929	0.0933936846886372	0.0330513340433701	0.0183438195651108	0	0.696066414218564	0.746258479464571
11289	0.262563816008448	0	0.177204719376986	0.158420279222893	0.0633204347900046	0	0.004210375189046	0	0.0725119124868039	0.0347428980330301	0.0393723902353458	0.00678932127465651	0.0190938916262655	0.00966857496287124	0.0643049133743766	0.0565801182621169	0.0119856433388309	0.0192307118183254	0	0.67587451465304	0.77801751082604
11335	0.0946902187504475	0	0.240900183069396	0.164261602937328	0.0954335513393817	0	0.014016248989557	0	0.0774748443016952	0.020520676274584	0.0816602268653596	0.00583729826294594	0.0218981396383701	0.0109865736282335	0.0516847034242191	0.0897403775057636	0.0140159569155397	0.0168793980971781	0	0.713574170940181	0.739692519713345
11319	0.128976991148175	0.00695072109383897	0.218286964282595	0.183015815237379	0.0826870197621075	0	0.0153804265146759	0	0.0857315127960193	0.0418280463696249	0.112543963610847	0.0107973331220195	0.0172369201008173	0.00943546418029243	0.0465562237131525	0.013198436783248	0.00726266936823305	0.020111491916975	0	0.68180011323872	0.769016862514719
11263	0.133847112498889	0	0.153842988659485	0.209738818176769	0.104169098758432	0	0.0108772326786063	0	0.0645810657626061	0.00970513764034421	0.0664152392000859	0.00548923068106482	0.0201752236416519	0.00844277017747673	0.0556474314590418	0.105646667962641	0.0278322788808639	0.0235897038220416	0	0.679294765704882	0.780333240867411
11326	0.191758839683989	0	0.138912725713555	0.244014236683764	0.0950137027478756	0	0.0040512919640635	0.00516745764894522	0.0668692471789239	0.00844387831490975	0.096277961704645	0.0135449855237544	0.0187743484848787	0.00897255618062421	0.0501899870403399	0.0313312977112741	0.00776000265798231	0.0189174807604747	0	0.696671844354632	0.782292591747879
11318	0.179554698154385	0	0.105161380318459	0.250953361283521	0.105811945265685	0	0	0	0.075882851120885	0.0112204804559439	0.0616707916158114	0.0467854862440354	0.0193433443677774	0.00681109020976206	0.0703970716355047	0.0284608747306611	0.0176429838898281	0.0203036407077414	0	0.646532672018683	0.810185177657176
11310	0.097496248654399	0.00266103849459734	0.19210356318616	0.178280581104431	0.0679060676628292	0	0.00114804282960634	0	0.0928165802162451	0.0332740804174996	0.115435444013576	0.0142347130694751	0.0223953005107509	0.0110358147768046	0.0498502378796486	0.0824733531521723	0.0140151369362998	0.0248737970955062	0	0.685820593098171	0.770113321548447
11302	0.107849547449133	0	0.193742019179517	0.205419547080781	0.0702900259542901	0	0.0080217174853367	0	0.0888345673339445	0.0286548986083745	0.117338255501452	0.0124626497270686	0.0199378489944442	0.00754819508840845	0.0485046673526776	0.0517919023036985	0.0130094246931655	0.0265947332477089	0	0.687403406991533	0.771247286257975
